field,field_family,coverage_ratio,usable_rows,usable_dates,unique_values,lag_days,window,train_2025h2_days,train_2025h2_mean_ic,train_2025h2_median_ic,train_2025h2_ic_positive_rate,scan_stage,oos_2026_days,oos_2026_mean_ic,oos_2026_median_ic,oos_2026_ic_positive_rate,oos_2026_r3_on_days,oos_2026_r3_on_mean_ic,oos_2026_r3_on_median_ic,oos_2026_r3_on_ic_positive_rate,oos_2026_r3_off_days,oos_2026_r3_off_mean_ic,oos_2026_r3_off_median_ic,oos_2026_r3_off_ic_positive_rate,preferred_direction,decision,fast_score,train_2025h2_mean_spread,train_2025h2_median_turnover,train_2025h2_p90_turnover,train_2025h2_ls_ann,train_2025h2_ls_sortino,train_2025h2_ls_maxdd,train_2025h2_ls_top3_share,train_2025h2_ls_net10_ann,train_2025h2_ls_net10_sortino,train_2025h2_ls_net10_maxdd,oos_2026_mean_spread,oos_2026_median_turnover,oos_2026_p90_turnover,oos_2026_ls_ann,oos_2026_ls_sortino,oos_2026_ls_maxdd,oos_2026_ls_top3_share,oos_2026_ls_net10_ann,oos_2026_ls_net10_sortino,oos_2026_ls_net10_maxdd,oos_2026_r3_on_mean_spread,oos_2026_r3_on_median_turnover,oos_2026_r3_on_p90_turnover,oos_2026_r3_on_ls_ann,oos_2026_r3_on_ls_sortino,oos_2026_r3_on_ls_maxdd,oos_2026_r3_on_ls_top3_share,oos_2026_r3_on_ls_net10_ann,oos_2026_r3_on_ls_net10_sortino,oos_2026_r3_on_ls_net10_maxdd,oos_2026_r3_off_mean_spread,oos_2026_r3_off_median_turnover,oos_2026_r3_off_p90_turnover,oos_2026_r3_off_ls_ann,oos_2026_r3_off_ls_sortino,oos_2026_r3_off_ls_maxdd,oos_2026_r3_off_ls_top3_share,oos_2026_r3_off_ls_net10_ann,oos_2026_r3_off_ls_net10_sortino,oos_2026_r3_off_ls_net10_maxdd
ctx_rzrq_rqmcl10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,49741,0,train_2025h2,100,0.016636,0.035912,0.57,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,49741,0,oos_2026,100,0.016636,0.035912,0.57,fast_ic,60,0.002032,0.012897,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,49741,0,oos_2026_r3_on,100,0.016636,0.035912,0.57,fast_ic,60,0.002032,0.012897,0.55,21,-0.003595,0.000493,0.52381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,49741,0,oos_2026_r3_off,100,0.016636,0.035912,0.57,fast_ic,60,0.002032,0.012897,0.55,21,-0.003595,0.000493,0.52381,39,0.005062,0.017887,0.564103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl3d,rzrq_flow_leverage,0.647451,580908,160,25028,0,train_2025h2,100,0.015193,0.031078,0.57,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl3d,rzrq_flow_leverage,0.647451,580908,160,25028,0,oos_2026,100,0.015193,0.031078,0.57,fast_ic,60,-0.001048,0.001939,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl3d,rzrq_flow_leverage,0.647451,580908,160,25028,0,oos_2026_r3_on,100,0.015193,0.031078,0.57,fast_ic,60,-0.001048,0.001939,0.5,21,-0.004162,-0.001152,0.47619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl3d,rzrq_flow_leverage,0.647451,580908,160,25028,0,oos_2026_r3_off,100,0.015193,0.031078,0.57,fast_ic,60,-0.001048,0.001939,0.5,21,-0.004162,-0.001152,0.47619,39,0.000628,0.005029,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,25028,0,train_2025h2,100,0.015193,0.031078,0.57,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,25028,0,oos_2026,100,0.015193,0.031078,0.57,fast_ic,60,-0.001048,0.001939,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,25028,0,oos_2026_r3_on,100,0.015193,0.031078,0.57,fast_ic,60,-0.001048,0.001939,0.5,21,-0.004162,-0.001152,0.47619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,25028,0,oos_2026_r3_off,100,0.015193,0.031078,0.57,fast_ic,60,-0.001048,0.001939,0.5,21,-0.004162,-0.001152,0.47619,39,0.000628,0.005029,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl5d,rzrq_flow_leverage,0.647308,580780,160,33671,0,train_2025h2,100,0.016364,0.029938,0.58,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl5d,rzrq_flow_leverage,0.647308,580780,160,33671,0,oos_2026,100,0.016364,0.029938,0.58,fast_ic,60,0.002019,0.016322,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl5d,rzrq_flow_leverage,0.647308,580780,160,33671,0,oos_2026_r3_on,100,0.016364,0.029938,0.58,fast_ic,60,0.002019,0.016322,0.55,21,-0.002691,0.002929,0.52381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl5d,rzrq_flow_leverage,0.647308,580780,160,33671,0,oos_2026_r3_off,100,0.016364,0.029938,0.58,fast_ic,60,0.002019,0.016322,0.55,21,-0.002691,0.002929,0.52381,39,0.004555,0.020818,0.564103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,33671,0,train_2025h2,100,0.016364,0.029938,0.58,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,33671,0,oos_2026,100,0.016364,0.029938,0.58,fast_ic,60,0.002019,0.016322,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,33671,0,oos_2026_r3_on,100,0.016364,0.029938,0.58,fast_ic,60,0.002019,0.016322,0.55,21,-0.002691,0.002929,0.52381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqmcl5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,33671,0,oos_2026_r3_off,100,0.016364,0.029938,0.58,fast_ic,60,0.002019,0.016322,0.55,21,-0.002691,0.002929,0.52381,39,0.004555,0.020818,0.564103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqye,rzrq_flow_leverage,0.647583,581026,160,352816,0,train_2025h2,100,0.016758,0.025361,0.56,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqye,rzrq_flow_leverage,0.647583,581026,160,352816,0,oos_2026,100,0.016758,0.025361,0.56,fast_ic,60,-0.007951,-0.025539,0.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqye,rzrq_flow_leverage,0.647583,581026,160,352816,0,oos_2026_r3_on,100,0.016758,0.025361,0.56,fast_ic,60,-0.007951,-0.025539,0.433333,21,-0.002806,-0.043048,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqye,rzrq_flow_leverage,0.647583,581026,160,352816,0,oos_2026_r3_off,100,0.016758,0.025361,0.56,fast_ic,60,-0.007951,-0.025539,0.433333,21,-0.002806,-0.043048,0.380952,39,-0.010721,-0.014066,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqye_nonminute,rzrq_flow_leverage,0.647583,581026,160,352816,0,train_2025h2,100,0.016758,0.025361,0.56,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqye_nonminute,rzrq_flow_leverage,0.647583,581026,160,352816,0,oos_2026,100,0.016758,0.025361,0.56,fast_ic,60,-0.007951,-0.025539,0.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqye_nonminute,rzrq_flow_leverage,0.647583,581026,160,352816,0,oos_2026_r3_on,100,0.016758,0.025361,0.56,fast_ic,60,-0.007951,-0.025539,0.433333,21,-0.002806,-0.043048,0.380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rqye_nonminute,rzrq_flow_leverage,0.647583,581026,160,352816,0,oos_2026_r3_off,100,0.016758,0.025361,0.56,fast_ic,60,-0.007951,-0.025539,0.433333,21,-0.002806,-0.043048,0.380952,39,-0.010721,-0.014066,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche,rzrq_flow_leverage,0.647583,581026,160,566550,0,train_2025h2,100,-0.02341,-0.025818,0.47,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche,rzrq_flow_leverage,0.647583,581026,160,566550,0,oos_2026,100,-0.02341,-0.025818,0.47,fast_ic,60,-0.033131,-0.046355,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche,rzrq_flow_leverage,0.647583,581026,160,566550,0,oos_2026_r3_on,100,-0.02341,-0.025818,0.47,fast_ic,60,-0.033131,-0.046355,0.45,21,-0.038386,-0.061905,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche,rzrq_flow_leverage,0.647583,581026,160,566550,0,oos_2026_r3_off,100,-0.02341,-0.025818,0.47,fast_ic,60,-0.033131,-0.046355,0.45,21,-0.038386,-0.061905,0.428571,39,-0.030302,-0.045515,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d,rzrq_flow_leverage,0.646948,580457,160,568292,0,train_2025h2,100,-0.018042,-0.013847,0.46,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026,100,-0.018042,-0.013847,0.46,fast_ic,60,-0.02931,-0.021006,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026_r3_on,100,-0.018042,-0.013847,0.46,fast_ic,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026_r3_off,100,-0.018042,-0.013847,0.46,fast_ic,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,568292,0,train_2025h2,100,-0.018042,-0.013847,0.46,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026,100,-0.018042,-0.013847,0.46,fast_ic,60,-0.02931,-0.021006,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026_r3_on,100,-0.018042,-0.013847,0.46,fast_ic,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,568292,0,oos_2026_r3_off,100,-0.018042,-0.013847,0.46,fast_ic,60,-0.02931,-0.021006,0.416667,21,-0.033847,-0.059132,0.428571,39,-0.026867,-0.019767,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d,rzrq_flow_leverage,0.647451,580908,160,568145,0,train_2025h2,100,-0.02345,-0.014284,0.45,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026,100,-0.02345,-0.014284,0.45,fast_ic,60,-0.032293,-0.043402,0.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026_r3_on,100,-0.02345,-0.014284,0.45,fast_ic,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026_r3_off,100,-0.02345,-0.014284,0.45,fast_ic,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,39,-0.02994,-0.027741,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,568145,0,train_2025h2,100,-0.02345,-0.014284,0.45,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026,100,-0.02345,-0.014284,0.45,fast_ic,60,-0.032293,-0.043402,0.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026_r3_on,100,-0.02345,-0.014284,0.45,fast_ic,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,568145,0,oos_2026_r3_off,100,-0.02345,-0.014284,0.45,fast_ic,60,-0.032293,-0.043402,0.433333,21,-0.036664,-0.064031,0.428571,39,-0.02994,-0.027741,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d,rzrq_flow_leverage,0.647308,580780,160,568357,0,train_2025h2,100,-0.022123,-0.010743,0.47,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026,100,-0.022123,-0.010743,0.47,fast_ic,60,-0.031373,-0.027049,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026_r3_on,100,-0.022123,-0.010743,0.47,fast_ic,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026_r3_off,100,-0.022123,-0.010743,0.47,fast_ic,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,568357,0,train_2025h2,100,-0.022123,-0.010743,0.47,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026,100,-0.022123,-0.010743,0.47,fast_ic,60,-0.031373,-0.027049,0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026_r3_on,100,-0.022123,-0.010743,0.47,fast_ic,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,568357,0,oos_2026_r3_off,100,-0.022123,-0.010743,0.47,fast_ic,60,-0.031373,-0.027049,0.416667,21,-0.036252,-0.060851,0.428571,39,-0.028745,-0.024025,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche_nonminute,rzrq_flow_leverage,0.647583,581026,160,566550,0,train_2025h2,100,-0.02341,-0.025818,0.47,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche_nonminute,rzrq_flow_leverage,0.647583,581026,160,566550,0,oos_2026,100,-0.02341,-0.025818,0.47,fast_ic,60,-0.033131,-0.046355,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche_nonminute,rzrq_flow_leverage,0.647583,581026,160,566550,0,oos_2026_r3_on,100,-0.02341,-0.025818,0.47,fast_ic,60,-0.033131,-0.046355,0.45,21,-0.038386,-0.061905,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzche_nonminute,rzrq_flow_leverage,0.647583,581026,160,566550,0,oos_2026_r3_off,100,-0.02341,-0.025818,0.47,fast_ic,60,-0.033131,-0.046355,0.45,21,-0.038386,-0.061905,0.428571,39,-0.030302,-0.045515,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme,rzrq_flow_leverage,0.647583,581026,160,562945,0,train_2025h2,100,-0.002864,-0.001093,0.5,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme,rzrq_flow_leverage,0.647583,581026,160,562945,0,oos_2026,100,-0.002864,-0.001093,0.5,fast_ic,60,-0.006923,-0.007932,0.383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme,rzrq_flow_leverage,0.647583,581026,160,562945,0,oos_2026_r3_on,100,-0.002864,-0.001093,0.5,fast_ic,60,-0.006923,-0.007932,0.383333,21,-0.026395,-0.027798,0.095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme,rzrq_flow_leverage,0.647583,581026,160,562945,0,oos_2026_r3_off,100,-0.002864,-0.001093,0.5,fast_ic,60,-0.006923,-0.007932,0.383333,21,-0.026395,-0.027798,0.095238,39,0.003563,0.004231,0.538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme10d,rzrq_flow_leverage,0.646948,580457,160,566989,0,train_2025h2,100,-0.01985,-0.018265,0.32,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme10d,rzrq_flow_leverage,0.646948,580457,160,566989,0,oos_2026,100,-0.01985,-0.018265,0.32,fast_ic,60,-0.018722,-0.022003,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme10d,rzrq_flow_leverage,0.646948,580457,160,566989,0,oos_2026_r3_on,100,-0.01985,-0.018265,0.32,fast_ic,60,-0.018722,-0.022003,0.35,21,-0.023717,-0.029188,0.285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme10d,rzrq_flow_leverage,0.646948,580457,160,566989,0,oos_2026_r3_off,100,-0.01985,-0.018265,0.32,fast_ic,60,-0.018722,-0.022003,0.35,21,-0.023717,-0.029188,0.285714,39,-0.016033,-0.014803,0.384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,566989,0,train_2025h2,100,-0.01985,-0.018265,0.32,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,566989,0,oos_2026,100,-0.01985,-0.018265,0.32,fast_ic,60,-0.018722,-0.022003,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,566989,0,oos_2026_r3_on,100,-0.01985,-0.018265,0.32,fast_ic,60,-0.018722,-0.022003,0.35,21,-0.023717,-0.029188,0.285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme10d_nonminute,rzrq_flow_leverage,0.646948,580457,160,566989,0,oos_2026_r3_off,100,-0.01985,-0.018265,0.32,fast_ic,60,-0.018722,-0.022003,0.35,21,-0.023717,-0.029188,0.285714,39,-0.016033,-0.014803,0.384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme3d,rzrq_flow_leverage,0.647451,580908,160,565875,0,train_2025h2,100,-0.011712,-0.007754,0.43,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme3d,rzrq_flow_leverage,0.647451,580908,160,565875,0,oos_2026,100,-0.011712,-0.007754,0.43,fast_ic,60,-0.016254,-0.023275,0.366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme3d,rzrq_flow_leverage,0.647451,580908,160,565875,0,oos_2026_r3_on,100,-0.011712,-0.007754,0.43,fast_ic,60,-0.016254,-0.023275,0.366667,21,-0.024707,-0.033969,0.190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme3d,rzrq_flow_leverage,0.647451,580908,160,565875,0,oos_2026_r3_off,100,-0.011712,-0.007754,0.43,fast_ic,60,-0.016254,-0.023275,0.366667,21,-0.024707,-0.033969,0.190476,39,-0.011702,-0.012446,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,565875,0,train_2025h2,100,-0.011712,-0.007754,0.43,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,565875,0,oos_2026,100,-0.011712,-0.007754,0.43,fast_ic,60,-0.016254,-0.023275,0.366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,565875,0,oos_2026_r3_on,100,-0.011712,-0.007754,0.43,fast_ic,60,-0.016254,-0.023275,0.366667,21,-0.024707,-0.033969,0.190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme3d_nonminute,rzrq_flow_leverage,0.647451,580908,160,565875,0,oos_2026_r3_off,100,-0.011712,-0.007754,0.43,fast_ic,60,-0.016254,-0.023275,0.366667,21,-0.024707,-0.033969,0.190476,39,-0.011702,-0.012446,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme5d,rzrq_flow_leverage,0.647308,580780,160,566508,0,train_2025h2,100,-0.015533,-0.014965,0.37,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme5d,rzrq_flow_leverage,0.647308,580780,160,566508,0,oos_2026,100,-0.015533,-0.014965,0.37,fast_ic,60,-0.014012,-0.016893,0.316667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme5d,rzrq_flow_leverage,0.647308,580780,160,566508,0,oos_2026_r3_on,100,-0.015533,-0.014965,0.37,fast_ic,60,-0.014012,-0.016893,0.316667,21,-0.019719,-0.032094,0.238095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme5d,rzrq_flow_leverage,0.647308,580780,160,566508,0,oos_2026_r3_off,100,-0.015533,-0.014965,0.37,fast_ic,60,-0.014012,-0.016893,0.316667,21,-0.019719,-0.032094,0.238095,39,-0.010938,-0.015357,0.358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_rzrq_rzjme5d_nonminute,rzrq_flow_leverage,0.647308,580780,160,566508,0,train_2025h2,100,-0.015533,-0.014965,0.37,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
