field,field_family,coverage_ratio,usable_rows,usable_dates,unique_values,lag_days,window,train_2025h2_days,train_2025h2_mean_ic,train_2025h2_median_ic,train_2025h2_ic_positive_rate,scan_stage,oos_2026_days,oos_2026_mean_ic,oos_2026_median_ic,oos_2026_ic_positive_rate,oos_2026_r3_on_days,oos_2026_r3_on_mean_ic,oos_2026_r3_on_median_ic,oos_2026_r3_on_ic_positive_rate,oos_2026_r3_off_days,oos_2026_r3_off_mean_ic,oos_2026_r3_off_median_ic,oos_2026_r3_off_ic_positive_rate,preferred_direction,decision,fast_score,train_2025h2_mean_spread,train_2025h2_median_turnover,train_2025h2_p90_turnover,train_2025h2_ls_ann,train_2025h2_ls_sortino,train_2025h2_ls_maxdd,train_2025h2_ls_top3_share,train_2025h2_ls_net10_ann,train_2025h2_ls_net10_sortino,train_2025h2_ls_net10_maxdd,oos_2026_mean_spread,oos_2026_median_turnover,oos_2026_p90_turnover,oos_2026_ls_ann,oos_2026_ls_sortino,oos_2026_ls_maxdd,oos_2026_ls_top3_share,oos_2026_ls_net10_ann,oos_2026_ls_net10_sortino,oos_2026_ls_net10_maxdd,oos_2026_r3_on_mean_spread,oos_2026_r3_on_median_turnover,oos_2026_r3_on_p90_turnover,oos_2026_r3_on_ls_ann,oos_2026_r3_on_ls_sortino,oos_2026_r3_on_ls_maxdd,oos_2026_r3_on_ls_top3_share,oos_2026_r3_on_ls_net10_ann,oos_2026_r3_on_ls_net10_sortino,oos_2026_r3_on_ls_net10_maxdd,oos_2026_r3_off_mean_spread,oos_2026_r3_off_median_turnover,oos_2026_r3_off_p90_turnover,oos_2026_r3_off_ls_ann,oos_2026_r3_off_ls_sortino,oos_2026_r3_off_ls_maxdd,oos_2026_r3_off_ls_top3_share,oos_2026_r3_off_ls_net10_ann,oos_2026_r3_off_ls_net10_sortino,oos_2026_r3_off_ls_net10_maxdd
final_float_market_cap_billion,capacity_size,0.970312,870586,160,700353,1,oos_2026_r3_off,99,0.015779,0.002109,0.515152,fast_ic,61,-0.013895,-0.022286,0.491803,22,-0.006355,-0.029216,0.454545,39,-0.018148,0.000798,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_cash_to_assets,fundamental_quality_risk,0.034539,30989,160,654,0,train_2025h2,100,0.00331,0.011717,0.54,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_cash_to_assets,fundamental_quality_risk,0.034539,30989,160,654,0,oos_2026,100,0.00331,0.011717,0.54,fast_ic,60,-0.01039,0.010757,0.566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_cash_to_assets,fundamental_quality_risk,0.034539,30989,160,654,0,oos_2026_r3_on,100,0.00331,0.011717,0.54,fast_ic,60,-0.01039,0.010757,0.566667,21,0.024619,0.033567,0.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_cash_to_assets,fundamental_quality_risk,0.034539,30989,160,654,0,oos_2026_r3_off,100,0.00331,0.011717,0.54,fast_ic,60,-0.01039,0.010757,0.566667,21,0.024619,0.033567,0.666667,39,-0.029241,0.00222,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_cash_to_assets_nonminute,fundamental_quality_risk,0.034539,30989,160,654,0,train_2025h2,100,0.00331,0.011717,0.54,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_cash_to_assets_nonminute,fundamental_quality_risk,0.034539,30989,160,654,0,oos_2026,100,0.00331,0.011717,0.54,fast_ic,60,-0.01039,0.010757,0.566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_cash_to_assets_nonminute,fundamental_quality_risk,0.034539,30989,160,654,0,oos_2026_r3_on,100,0.00331,0.011717,0.54,fast_ic,60,-0.01039,0.010757,0.566667,21,0.024619,0.033567,0.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_cash_to_assets_nonminute,fundamental_quality_risk,0.034539,30989,160,654,0,oos_2026_r3_off,100,0.00331,0.011717,0.54,fast_ic,60,-0.01039,0.010757,0.566667,21,0.024619,0.033567,0.666667,39,-0.029241,0.00222,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_debt_to_assets,fundamental_quality_risk,0.034893,31307,160,662,0,train_2025h2,100,-0.009197,-0.014438,0.46,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_debt_to_assets,fundamental_quality_risk,0.034893,31307,160,662,0,oos_2026,100,-0.009197,-0.014438,0.46,fast_ic,60,0.008119,0.009052,0.516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_debt_to_assets,fundamental_quality_risk,0.034893,31307,160,662,0,oos_2026_r3_on,100,-0.009197,-0.014438,0.46,fast_ic,60,0.008119,0.009052,0.516667,21,-0.038184,-0.034692,0.285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_debt_to_assets,fundamental_quality_risk,0.034893,31307,160,662,0,oos_2026_r3_off,100,-0.009197,-0.014438,0.46,fast_ic,60,0.008119,0.009052,0.516667,21,-0.038184,-0.034692,0.285714,39,0.033052,0.034671,0.641026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_debt_to_assets_nonminute,fundamental_quality_risk,0.034893,31307,160,662,0,train_2025h2,100,-0.009197,-0.014438,0.46,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_debt_to_assets_nonminute,fundamental_quality_risk,0.034893,31307,160,662,0,oos_2026,100,-0.009197,-0.014438,0.46,fast_ic,60,0.008119,0.009052,0.516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_debt_to_assets_nonminute,fundamental_quality_risk,0.034893,31307,160,662,0,oos_2026_r3_on,100,-0.009197,-0.014438,0.46,fast_ic,60,0.008119,0.009052,0.516667,21,-0.038184,-0.034692,0.285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_debt_to_assets_nonminute,fundamental_quality_risk,0.034893,31307,160,662,0,oos_2026_r3_off,100,-0.009197,-0.014438,0.46,fast_ic,60,0.008119,0.009052,0.516667,21,-0.038184,-0.034692,0.285714,39,0.033052,0.034671,0.641026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_goodwill_to_assets,fundamental_quality_risk,0.024607,22078,160,460,0,train_2025h2,100,0.002137,0.009267,0.56,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_goodwill_to_assets,fundamental_quality_risk,0.024607,22078,160,460,0,oos_2026,100,0.002137,0.009267,0.56,fast_ic,60,0.004081,0.014772,0.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_goodwill_to_assets,fundamental_quality_risk,0.024607,22078,160,460,0,oos_2026_r3_on,100,0.002137,0.009267,0.56,fast_ic,60,0.004081,0.014772,0.533333,21,0.04376,0.025305,0.571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_goodwill_to_assets,fundamental_quality_risk,0.024607,22078,160,460,0,oos_2026_r3_off,100,0.002137,0.009267,0.56,fast_ic,60,0.004081,0.014772,0.533333,21,0.04376,0.025305,0.571429,39,-0.017284,0.001166,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_inventory_to_assets,fundamental_quality_risk,0.033636,30179,160,634,0,train_2025h2,100,0.02672,0.019223,0.55,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_inventory_to_assets,fundamental_quality_risk,0.033636,30179,160,634,0,oos_2026,100,0.02672,0.019223,0.55,fast_ic,60,-0.014399,-0.012335,0.466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_inventory_to_assets,fundamental_quality_risk,0.033636,30179,160,634,0,oos_2026_r3_on,100,0.02672,0.019223,0.55,fast_ic,60,-0.014399,-0.012335,0.466667,21,0.014573,0.010474,0.571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_bs_inventory_to_assets,fundamental_quality_risk,0.033636,30179,160,634,0,oos_2026_r3_off,100,0.02672,0.019223,0.55,fast_ic,60,-0.014399,-0.012335,0.466667,21,0.014573,0.010474,0.571429,39,-0.029999,-0.013371,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_cf_operate_cash_to_netprofit,fundamental_quality_risk,0.010774,9667,94,353,0,train_2025h2,67,-0.005463,-0.006504,0.402985,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_cf_operate_cash_to_netprofit,fundamental_quality_risk,0.010774,9667,94,353,0,oos_2026,67,-0.005463,-0.006504,0.402985,fast_ic,27,-0.039064,-0.099156,0.111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_cf_operate_cash_to_netprofit,fundamental_quality_risk,0.010774,9667,94,353,0,oos_2026_r3_on,67,-0.005463,-0.006504,0.402985,fast_ic,27,-0.039064,-0.099156,0.111111,20,-0.039064,-0.099156,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_cf_operate_cash_to_netprofit,fundamental_quality_risk,0.010774,9667,94,353,0,oos_2026_r3_off,67,-0.005463,-0.006504,0.402985,fast_ic,27,-0.039064,-0.099156,0.111111,20,-0.039064,-0.099156,0.15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_cf_operate_cash_to_netprofit_nonminute,fundamental_quality_risk,0.010774,9667,94,353,0,train_2025h2,67,-0.005463,-0.006504,0.402985,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_cf_operate_cash_to_netprofit_nonminute,fundamental_quality_risk,0.010774,9667,94,353,0,oos_2026,67,-0.005463,-0.006504,0.402985,fast_ic,27,-0.039064,-0.099156,0.111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_cf_operate_cash_to_netprofit_nonminute,fundamental_quality_risk,0.010774,9667,94,353,0,oos_2026_r3_on,67,-0.005463,-0.006504,0.402985,fast_ic,27,-0.039064,-0.099156,0.111111,20,-0.039064,-0.099156,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_cf_operate_cash_to_netprofit_nonminute,fundamental_quality_risk,0.010774,9667,94,353,0,oos_2026_r3_off,67,-0.005463,-0.006504,0.402985,fast_ic,27,-0.039064,-0.099156,0.111111,20,-0.039064,-0.099156,0.15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_netprofit_margin,fundamental_quality_risk,0.034184,30671,160,646,0,train_2025h2,100,0.00272,0.017181,0.54,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_netprofit_margin,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026,100,0.00272,0.017181,0.54,fast_ic,60,0.004341,0.008376,0.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_netprofit_margin,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026_r3_on,100,0.00272,0.017181,0.54,fast_ic,60,0.004341,0.008376,0.533333,21,0.027539,0.054012,0.619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_netprofit_margin,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026_r3_off,100,0.00272,0.017181,0.54,fast_ic,60,0.004341,0.008376,0.533333,21,0.027539,0.054012,0.619048,39,-0.00815,-0.001896,0.487179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_netprofit_margin_nonminute,fundamental_quality_risk,0.034184,30671,160,646,0,train_2025h2,100,0.00272,0.017181,0.54,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_netprofit_margin_nonminute,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026,100,0.00272,0.017181,0.54,fast_ic,60,0.004341,0.008376,0.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_netprofit_margin_nonminute,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026_r3_on,100,0.00272,0.017181,0.54,fast_ic,60,0.004341,0.008376,0.533333,21,0.027539,0.054012,0.619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_netprofit_margin_nonminute,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026_r3_off,100,0.00272,0.017181,0.54,fast_ic,60,0.004341,0.008376,0.533333,21,0.027539,0.054012,0.619048,39,-0.00815,-0.001896,0.487179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_operate_profit_margin,fundamental_quality_risk,0.034184,30671,160,646,0,train_2025h2,100,0.002006,0.018342,0.54,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_operate_profit_margin,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026,100,0.002006,0.018342,0.54,fast_ic,60,0.004672,0.008969,0.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_operate_profit_margin,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026_r3_on,100,0.002006,0.018342,0.54,fast_ic,60,0.004672,0.008969,0.533333,21,0.023791,0.043105,0.571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_operate_profit_margin,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026_r3_off,100,0.002006,0.018342,0.54,fast_ic,60,0.004672,0.008969,0.533333,21,0.023791,0.043105,0.571429,39,-0.005622,0.00606,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_operate_profit_margin_nonminute,fundamental_quality_risk,0.034184,30671,160,646,0,train_2025h2,100,0.002006,0.018342,0.54,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_operate_profit_margin_nonminute,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026,100,0.002006,0.018342,0.54,fast_ic,60,0.004672,0.008969,0.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_operate_profit_margin_nonminute,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026_r3_on,100,0.002006,0.018342,0.54,fast_ic,60,0.004672,0.008969,0.533333,21,0.023791,0.043105,0.571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_operate_profit_margin_nonminute,fundamental_quality_risk,0.034184,30671,160,646,0,oos_2026_r3_off,100,0.002006,0.018342,0.54,fast_ic,60,0.004672,0.008969,0.533333,21,0.023791,0.043105,0.571429,39,-0.005622,0.00606,0.512821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_research_to_income,fundamental_quality_risk,0.034007,30512,160,643,0,train_2025h2,100,-0.003756,-0.004065,0.49,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_research_to_income,fundamental_quality_risk,0.034007,30512,160,643,0,oos_2026,100,-0.003756,-0.004065,0.49,fast_ic,60,-0.009787,0.001473,0.516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_research_to_income,fundamental_quality_risk,0.034007,30512,160,643,0,oos_2026_r3_on,100,-0.003756,-0.004065,0.49,fast_ic,60,-0.009787,0.001473,0.516667,21,0.035227,0.027311,0.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_research_to_income,fundamental_quality_risk,0.034007,30512,160,643,0,oos_2026_r3_off,100,-0.003756,-0.004065,0.49,fast_ic,60,-0.009787,0.001473,0.516667,21,0.035227,0.027311,0.666667,39,-0.034025,-0.054616,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_research_to_income_nonminute,fundamental_quality_risk,0.034007,30512,160,643,0,train_2025h2,100,-0.003756,-0.004065,0.49,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_research_to_income_nonminute,fundamental_quality_risk,0.034007,30512,160,643,0,oos_2026,100,-0.003756,-0.004065,0.49,fast_ic,60,-0.009787,0.001473,0.516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_research_to_income_nonminute,fundamental_quality_risk,0.034007,30512,160,643,0,oos_2026_r3_on,100,-0.003756,-0.004065,0.49,fast_ic,60,-0.009787,0.001473,0.516667,21,0.035227,0.027311,0.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_fund_ps_research_to_income_nonminute,fundamental_quality_risk,0.034007,30512,160,643,0,oos_2026_r3_off,100,-0.003756,-0.004065,0.49,fast_ic,60,-0.009787,0.001473,0.516667,21,0.035227,0.027311,0.666667,39,-0.034025,-0.054616,0.435897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_avg_market_cap,holder_structure,0.913553,819661,160,35502,0,train_2025h2,100,0.001136,0.000846,0.51,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_avg_market_cap,holder_structure,0.913553,819661,160,35502,0,oos_2026,100,0.001136,0.000846,0.51,fast_ic,60,-0.012387,-0.02745,0.383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_avg_market_cap,holder_structure,0.913553,819661,160,35502,0,oos_2026_r3_on,100,0.001136,0.000846,0.51,fast_ic,60,-0.012387,-0.02745,0.383333,21,0.007721,-0.018432,0.47619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_avg_market_cap,holder_structure,0.913553,819661,160,35502,0,oos_2026_r3_off,100,0.001136,0.000846,0.51,fast_ic,60,-0.012387,-0.02745,0.383333,21,0.007721,-0.018432,0.47619,39,-0.023214,-0.032155,0.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_avg_market_cap_nonminute,holder_structure,0.913553,819661,160,35502,0,train_2025h2,100,0.001136,0.000846,0.51,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_avg_market_cap_nonminute,holder_structure,0.913553,819661,160,35502,0,oos_2026,100,0.001136,0.000846,0.51,fast_ic,60,-0.012387,-0.02745,0.383333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_avg_market_cap_nonminute,holder_structure,0.913553,819661,160,35502,0,oos_2026_r3_on,100,0.001136,0.000846,0.51,fast_ic,60,-0.012387,-0.02745,0.383333,21,0.007721,-0.018432,0.47619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_avg_market_cap_nonminute,holder_structure,0.913553,819661,160,35502,0,oos_2026_r3_off,100,0.001136,0.000846,0.51,fast_ic,60,-0.012387,-0.02745,0.383333,21,0.007721,-0.018432,0.47619,39,-0.023214,-0.032155,0.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num,holder_structure,0.915293,821222,160,27481,0,train_2025h2,100,0.008547,0.00476,0.55,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num,holder_structure,0.915293,821222,160,27481,0,oos_2026,100,0.008547,0.00476,0.55,fast_ic,60,-0.002115,0.010546,0.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num,holder_structure,0.915293,821222,160,27481,0,oos_2026_r3_on,100,0.008547,0.00476,0.55,fast_ic,60,-0.002115,0.010546,0.533333,21,-0.01136,-0.015428,0.47619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num,holder_structure,0.915293,821222,160,27481,0,oos_2026_r3_off,100,0.008547,0.00476,0.55,fast_ic,60,-0.002115,0.010546,0.533333,21,-0.01136,-0.015428,0.47619,39,0.002863,0.016234,0.564103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num_change,holder_structure,0.915293,821222,160,13037,0,train_2025h2,100,-0.00598,-0.006376,0.44,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num_change,holder_structure,0.915293,821222,160,13037,0,oos_2026,100,-0.00598,-0.006376,0.44,fast_ic,60,-0.005263,-0.011156,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num_change,holder_structure,0.915293,821222,160,13037,0,oos_2026_r3_on,100,-0.00598,-0.006376,0.44,fast_ic,60,-0.005263,-0.011156,0.4,21,0.003942,-0.010023,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num_change,holder_structure,0.915293,821222,160,13037,0,oos_2026_r3_off,100,-0.00598,-0.006376,0.44,fast_ic,60,-0.005263,-0.011156,0.4,21,0.003942,-0.010023,0.428571,39,-0.01022,-0.012955,0.384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num_ratio,holder_structure,0.915214,821151,160,34637,0,train_2025h2,100,-0.004141,0.001101,0.51,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num_ratio,holder_structure,0.915214,821151,160,34637,0,oos_2026,100,-0.004141,0.001101,0.51,fast_ic,60,-0.005569,-0.009005,0.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num_ratio,holder_structure,0.915214,821151,160,34637,0,oos_2026_r3_on,100,-0.004141,0.001101,0.51,fast_ic,60,-0.005569,-0.009005,0.433333,21,0.003423,-0.00916,0.47619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_holder_num_ratio,holder_structure,0.915214,821151,160,34637,0,oos_2026_r3_off,100,-0.004141,0.001101,0.51,fast_ic,60,-0.005569,-0.009005,0.433333,21,0.003423,-0.00916,0.47619,39,-0.010411,-0.00885,0.410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_interval_chrate,holder_structure,0.913105,819259,160,32120,0,train_2025h2,100,-0.008056,-0.010785,0.43,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_interval_chrate,holder_structure,0.913105,819259,160,32120,0,oos_2026,100,-0.008056,-0.010785,0.43,fast_ic,60,-0.004293,-0.016652,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_interval_chrate,holder_structure,0.913105,819259,160,32120,0,oos_2026_r3_on,100,-0.008056,-0.010785,0.43,fast_ic,60,-0.004293,-0.016652,0.45,21,-0.002996,-0.023528,0.428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_interval_chrate,holder_structure,0.913105,819259,160,32120,0,oos_2026_r3_off,100,-0.008056,-0.010785,0.43,fast_ic,60,-0.004293,-0.016652,0.45,21,-0.002996,-0.023528,0.428571,39,-0.004991,-0.016203,0.461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_pre_holder_num,holder_structure,0.915293,821222,160,27448,0,train_2025h2,100,0.01021,0.014684,0.57,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_pre_holder_num,holder_structure,0.915293,821222,160,27448,0,oos_2026,100,0.01021,0.014684,0.57,fast_ic,60,-7.6e-05,0.01935,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_pre_holder_num,holder_structure,0.915293,821222,160,27448,0,oos_2026_r3_on,100,0.01021,0.014684,0.57,fast_ic,60,-7.6e-05,0.01935,0.55,21,-0.010304,0.000441,0.52381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_holder_pre_holder_num,holder_structure,0.915293,821222,160,27448,0,oos_2026_r3_off,100,0.01021,0.014684,0.57,fast_ic,60,-7.6e-05,0.01935,0.55,21,-0.010304,0.000441,0.52381,39,0.005431,0.024702,0.564103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_mkt_updown_dt,market_breadth_regime,0.943598,846618,160,44,0,train_2025h2,100,,,,fast_ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ctx_mkt_updown_dt,market_breadth_regime,0.943598,846618,160,44,0,oos_2026,100,,,,fast_ic,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
