candidate_id,factor_lane,diagnostic_role,input_field_count,missing_input_fields,blocked_input_fields,forbidden_input_fields,materialization_status,expression
phase3ad_newdata_atomic_inverse_rank_00151,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_dividend_rece))
phase3ad_newdata_atomic_direct_rank_00152,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_equity_balance)
phase3ad_newdata_atomic_inverse_rank_00153,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_equity_balance))
phase3ad_newdata_atomic_direct_rank_00154,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_equity_other)
phase3ad_newdata_atomic_inverse_rank_00155,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_equity_other))
phase3ad_newdata_atomic_direct_rank_00156,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_export_refund_rece)
phase3ad_newdata_atomic_inverse_rank_00157,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_export_refund_rece))
phase3ad_newdata_atomic_direct_rank_00158,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_fee_commission_payable)
phase3ad_newdata_atomic_inverse_rank_00159,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_fee_commission_payable))
phase3ad_newdata_atomic_direct_rank_00160,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_fin_fund)
phase3ad_newdata_atomic_inverse_rank_00161,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_fin_fund))
phase3ad_newdata_atomic_direct_rank_00162,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_finance_rece)
phase3ad_newdata_atomic_inverse_rank_00163,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_finance_rece))
phase3ad_newdata_atomic_direct_rank_00164,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_fixed_asset)
phase3ad_newdata_atomic_inverse_rank_00165,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_fixed_asset))
phase3ad_newdata_atomic_direct_rank_00166,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_fixed_asset_disposal)
phase3ad_newdata_atomic_inverse_rank_00167,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_fixed_asset_disposal))
phase3ad_newdata_atomic_direct_rank_00168,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_fvtoci_finasset)
phase3ad_newdata_atomic_inverse_rank_00169,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_fvtoci_finasset))
phase3ad_newdata_atomic_direct_rank_00170,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_fvtoci_ncfinasset)
phase3ad_newdata_atomic_inverse_rank_00171,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_fvtoci_ncfinasset))
phase3ad_newdata_atomic_direct_rank_00172,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_fvtpl_finasset)
phase3ad_newdata_atomic_inverse_rank_00173,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_fvtpl_finasset))
phase3ad_newdata_atomic_direct_rank_00174,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_fvtpl_finliab)
phase3ad_newdata_atomic_inverse_rank_00175,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_fvtpl_finliab))
phase3ad_newdata_atomic_direct_rank_00176,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_general_risk_reserve)
phase3ad_newdata_atomic_inverse_rank_00177,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_general_risk_reserve))
phase3ad_newdata_atomic_direct_rank_00178,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_goodwill)
phase3ad_newdata_atomic_inverse_rank_00179,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_goodwill))
phase3ad_newdata_atomic_direct_rank_00180,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_hold_maturity_invest)
phase3ad_newdata_atomic_inverse_rank_00181,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_hold_maturity_invest))
phase3ad_newdata_atomic_direct_rank_00182,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_holdsale_asset)
phase3ad_newdata_atomic_inverse_rank_00183,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_holdsale_asset))
phase3ad_newdata_atomic_direct_rank_00184,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_holdsale_liab)
phase3ad_newdata_atomic_inverse_rank_00185,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_holdsale_liab))
phase3ad_newdata_atomic_direct_rank_00186,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_insurance_contract_reserve)
phase3ad_newdata_atomic_inverse_rank_00187,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_insurance_contract_reserve))
phase3ad_newdata_atomic_direct_rank_00188,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_intangible_asset)
phase3ad_newdata_atomic_inverse_rank_00189,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_intangible_asset))
phase3ad_newdata_atomic_direct_rank_00190,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_interest_payable)
phase3ad_newdata_atomic_inverse_rank_00191,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_interest_payable))
phase3ad_newdata_atomic_direct_rank_00192,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_interest_rece)
phase3ad_newdata_atomic_inverse_rank_00193,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_interest_rece))
phase3ad_newdata_atomic_direct_rank_00194,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_internal_payable)
phase3ad_newdata_atomic_inverse_rank_00195,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_internal_payable))
phase3ad_newdata_atomic_direct_rank_00196,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_internal_rece)
phase3ad_newdata_atomic_inverse_rank_00197,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_internal_rece))
phase3ad_newdata_atomic_direct_rank_00198,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_inventory)
phase3ad_newdata_atomic_inverse_rank_00199,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_inventory))
phase3ad_newdata_atomic_direct_rank_00200,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_invest_realestate)
phase3ad_newdata_atomic_inverse_rank_00201,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_invest_realestate))
phase3ad_newdata_atomic_direct_rank_00202,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_lease_liab)
phase3ad_newdata_atomic_inverse_rank_00203,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_lease_liab))
phase3ad_newdata_atomic_direct_rank_00204,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_lend_fund)
phase3ad_newdata_atomic_inverse_rank_00205,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_lend_fund))
phase3ad_newdata_atomic_direct_rank_00206,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_liab_balance)
phase3ad_newdata_atomic_inverse_rank_00207,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_liab_balance))
phase3ad_newdata_atomic_direct_rank_00208,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_liab_equity_balance)
phase3ad_newdata_atomic_inverse_rank_00209,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_liab_equity_balance))
phase3ad_newdata_atomic_direct_rank_00210,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_liab_equity_other)
phase3ad_newdata_atomic_inverse_rank_00211,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_liab_equity_other))
phase3ad_newdata_atomic_direct_rank_00212,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_liab_other)
phase3ad_newdata_atomic_inverse_rank_00213,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_liab_other))
phase3ad_newdata_atomic_direct_rank_00214,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_loan_advance)
phase3ad_newdata_atomic_inverse_rank_00215,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_loan_advance))
phase3ad_newdata_atomic_direct_rank_00216,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_loan_pbc)
phase3ad_newdata_atomic_inverse_rank_00217,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_loan_pbc))
phase3ad_newdata_atomic_direct_rank_00218,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_long_equity_invest)
phase3ad_newdata_atomic_inverse_rank_00219,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_long_equity_invest))
phase3ad_newdata_atomic_direct_rank_00220,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_long_loan)
phase3ad_newdata_atomic_inverse_rank_00221,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_long_loan))
phase3ad_newdata_atomic_direct_rank_00222,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_long_payable)
phase3ad_newdata_atomic_inverse_rank_00223,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_long_payable))
phase3ad_newdata_atomic_direct_rank_00224,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_long_prepaid_expense)
phase3ad_newdata_atomic_inverse_rank_00225,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_long_prepaid_expense))
phase3ad_newdata_atomic_direct_rank_00226,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_long_rece)
phase3ad_newdata_atomic_inverse_rank_00227,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_long_rece))
phase3ad_newdata_atomic_direct_rank_00228,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_long_staffsalary_payable)
phase3ad_newdata_atomic_inverse_rank_00229,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_long_staffsalary_payable))
phase3ad_newdata_atomic_direct_rank_00230,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_minority_equity)
phase3ad_newdata_atomic_inverse_rank_00231,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_minority_equity))
phase3ad_newdata_atomic_direct_rank_00232,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_monetaryfunds)
phase3ad_newdata_atomic_inverse_rank_00233,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_monetaryfunds))
phase3ad_newdata_atomic_direct_rank_00234,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_noncurrent_asset_1year)
phase3ad_newdata_atomic_inverse_rank_00235,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_noncurrent_asset_1year))
phase3ad_newdata_atomic_direct_rank_00236,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_noncurrent_asset_balance)
phase3ad_newdata_atomic_inverse_rank_00237,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_noncurrent_asset_balance))
phase3ad_newdata_atomic_direct_rank_00238,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_noncurrent_asset_other)
phase3ad_newdata_atomic_inverse_rank_00239,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_noncurrent_asset_other))
phase3ad_newdata_atomic_direct_rank_00240,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_noncurrent_liab_1year)
phase3ad_newdata_atomic_inverse_rank_00241,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_noncurrent_liab_1year))
phase3ad_newdata_atomic_direct_rank_00242,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_noncurrent_liab_balance)
phase3ad_newdata_atomic_inverse_rank_00243,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_noncurrent_liab_balance))
phase3ad_newdata_atomic_direct_rank_00244,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_noncurrent_liab_other)
phase3ad_newdata_atomic_inverse_rank_00245,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_noncurrent_liab_other))
phase3ad_newdata_atomic_direct_rank_00246,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_note_accounts_payable)
phase3ad_newdata_atomic_inverse_rank_00247,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_note_accounts_payable))
phase3ad_newdata_atomic_direct_rank_00248,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_note_accounts_rece)
phase3ad_newdata_atomic_inverse_rank_00249,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_note_accounts_rece))
phase3ad_newdata_atomic_direct_rank_00250,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_note_payable)
phase3ad_newdata_atomic_inverse_rank_00251,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_note_payable))
phase3ad_newdata_atomic_direct_rank_00252,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_note_rece)
phase3ad_newdata_atomic_inverse_rank_00253,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_note_rece))
phase3ad_newdata_atomic_direct_rank_00254,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_oil_gas_asset)
phase3ad_newdata_atomic_inverse_rank_00255,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_oil_gas_asset))
phase3ad_newdata_atomic_direct_rank_00256,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_compre_income)
phase3ad_newdata_atomic_inverse_rank_00257,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_compre_income))
phase3ad_newdata_atomic_direct_rank_00258,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_creditor_invest)
phase3ad_newdata_atomic_inverse_rank_00259,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_creditor_invest))
phase3ad_newdata_atomic_direct_rank_00260,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_current_asset)
phase3ad_newdata_atomic_inverse_rank_00261,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_current_asset))
phase3ad_newdata_atomic_direct_rank_00262,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_current_liab)
phase3ad_newdata_atomic_inverse_rank_00263,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_current_liab))
phase3ad_newdata_atomic_direct_rank_00264,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_equity_invest)
phase3ad_newdata_atomic_inverse_rank_00265,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_equity_invest))
phase3ad_newdata_atomic_direct_rank_00266,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_equity_other)
phase3ad_newdata_atomic_inverse_rank_00267,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_equity_other))
phase3ad_newdata_atomic_direct_rank_00268,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_equity_tool)
phase3ad_newdata_atomic_inverse_rank_00269,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_equity_tool))
phase3ad_newdata_atomic_direct_rank_00270,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_noncurrent_asset)
phase3ad_newdata_atomic_inverse_rank_00271,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_noncurrent_asset))
phase3ad_newdata_atomic_direct_rank_00272,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_noncurrent_finasset)
phase3ad_newdata_atomic_inverse_rank_00273,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_noncurrent_finasset))
phase3ad_newdata_atomic_direct_rank_00274,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_noncurrent_liab)
phase3ad_newdata_atomic_inverse_rank_00275,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_noncurrent_liab))
phase3ad_newdata_atomic_direct_rank_00276,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_payable)
phase3ad_newdata_atomic_inverse_rank_00277,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_payable))
phase3ad_newdata_atomic_direct_rank_00278,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_other_rece)
phase3ad_newdata_atomic_inverse_rank_00279,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_other_rece))
phase3ad_newdata_atomic_direct_rank_00280,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_parent_equity_balance)
phase3ad_newdata_atomic_inverse_rank_00281,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_parent_equity_balance))
phase3ad_newdata_atomic_direct_rank_00282,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_parent_equity_other)
phase3ad_newdata_atomic_inverse_rank_00283,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_parent_equity_other))
phase3ad_newdata_atomic_direct_rank_00284,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_perpetual_bond)
phase3ad_newdata_atomic_inverse_rank_00285,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_perpetual_bond))
phase3ad_newdata_atomic_direct_rank_00286,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_perpetual_bond_paybale)
phase3ad_newdata_atomic_inverse_rank_00287,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_perpetual_bond_paybale))
phase3ad_newdata_atomic_direct_rank_00288,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_predict_current_liab)
phase3ad_newdata_atomic_inverse_rank_00289,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_predict_current_liab))
phase3ad_newdata_atomic_direct_rank_00290,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_predict_liab)
phase3ad_newdata_atomic_inverse_rank_00291,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_predict_liab))
phase3ad_newdata_atomic_direct_rank_00292,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_preferred_shares)
phase3ad_newdata_atomic_inverse_rank_00293,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_preferred_shares))
phase3ad_newdata_atomic_direct_rank_00294,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_preferred_shares_paybale)
phase3ad_newdata_atomic_inverse_rank_00295,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_preferred_shares_paybale))
phase3ad_newdata_atomic_direct_rank_00296,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_premium_rece)
phase3ad_newdata_atomic_inverse_rank_00297,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_premium_rece))
phase3ad_newdata_atomic_direct_rank_00298,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_prepayment)
phase3ad_newdata_atomic_inverse_rank_00299,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_prepayment))
phase3ad_newdata_atomic_direct_rank_00300,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_productive_biology_asset)
phase3ad_newdata_atomic_inverse_rank_00301,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_productive_biology_asset))
phase3ad_newdata_atomic_direct_rank_00302,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_project_material)
phase3ad_newdata_atomic_inverse_rank_00303,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_project_material))
phase3ad_newdata_atomic_direct_rank_00304,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_rc_reserve_rece)
phase3ad_newdata_atomic_inverse_rank_00305,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_rc_reserve_rece))
phase3ad_newdata_atomic_direct_rank_00306,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_reinsure_payable)
phase3ad_newdata_atomic_inverse_rank_00307,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_reinsure_payable))
phase3ad_newdata_atomic_direct_rank_00308,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_reinsure_rece)
phase3ad_newdata_atomic_inverse_rank_00309,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_reinsure_rece))
phase3ad_newdata_atomic_direct_rank_00310,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_sell_repo_finasset)
phase3ad_newdata_atomic_inverse_rank_00311,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_sell_repo_finasset))
phase3ad_newdata_atomic_direct_rank_00312,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_settle_excess_reserve)
phase3ad_newdata_atomic_inverse_rank_00313,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_settle_excess_reserve))
phase3ad_newdata_atomic_direct_rank_00314,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_share_capital)
phase3ad_newdata_atomic_inverse_rank_00315,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_share_capital))
phase3ad_newdata_atomic_direct_rank_00316,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_short_bond_payable)
phase3ad_newdata_atomic_inverse_rank_00317,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_short_bond_payable))
phase3ad_newdata_atomic_direct_rank_00318,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_short_fin_payable)
phase3ad_newdata_atomic_inverse_rank_00319,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_short_fin_payable))
phase3ad_newdata_atomic_direct_rank_00320,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_short_loan)
phase3ad_newdata_atomic_inverse_rank_00321,atomic_inverse_rank,broad_field_direction_probe,1,,,,materializable,CSRank(Neg($ctx_fulla_bs_short_loan))
phase3ad_newdata_atomic_direct_rank_00322,atomic_direct_rank,broad_field_direction_probe,1,,,,materializable,CSRank($ctx_fulla_bs_special_payable)
