date,universe_count,market_mean_daily_ret,market_median_daily_ret,limit_up_rate,limit_down_rate,median_amount,total_amount,mkt_uplimit_count_at_0930,mkt_uplimit_count_at_1000,mkt_uplimit_count_at_1130,mkt_open_board_count_at_0930,mkt_open_board_count_at_1000,mkt_open_board_count_at_1130,mkt_nums_DT_at_0930,mkt_nums_DT_at_1000,mkt_nums_DT_at_1130,coverage_active_symbol_count,coverage_field_activation_count,same_count_active_symbol_count,same_count_field_activation_count,matched_active_symbol_count,matched_field_activation_count
2026-03-25,6037,0.019059058550067048,0.0164348925410871,0,0,145014432.0,88570677147682.75,0,0,0,0,0,0,0,0,0,5478,30900.0,6037,30900.0,3531,11275.0
2026-03-26,6036,-0.014709215238623148,-0.01572131752332334,0,0,129306148.0,77279933470180.0,0,0,0,0,0,0,0,0,0,5477,30866.0,6035,30866.0,3543,11287.0
2026-03-27,6033,0.01363631565024061,0.01136857739910102,0,0,127183488.0,73709947000122.25,0,0,0,0,0,0,0,0,0,5474,30896.0,6031,30896.0,3553,11320.0
2026-03-30,6032,0.002285137710218747,0.0010095346956634499,0,0,135193712.0,75220298744252.5,0,0,0,0,0,0,0,0,0,5472,30891.0,6032,30891.0,3533,11308.0
2026-03-31,6037,-0.014411077852631963,-0.014266591398040263,0,0,137564720.0,78723980276189.5,0,0,0,0,0,0,0,0,0,5478,30921.0,6036,30921.0,3500,11196.0
2026-04-01,6040,0.01664374883897375,0.015196078431372717,0,0,140152664.0,80549237654191.75,0,0,0,0,0,0,0,0,0,5481,30949.0,6039,30949.0,3516,11270.0
2026-04-02,6040,-0.014685621014842406,-0.01701725455496117,0,0,133360688.0,71829338739915.25,0,0,0,0,0,0,0,0,0,5481,30928.0,6040,30928.0,3485,11201.0
2026-04-03,6039,-0.020432285495115558,-0.02170542635658923,0,0,118233088.0,63140249381304.25,0,0,0,0,0,0,0,0,0,5482,30926.0,6038,30926.0,3535,11247.0
2026-04-07,6038,0.012277935477344279,0.009301758011463157,0,0,116084968.0,62052925193489.375,0,0,0,0,0,0,0,0,0,5480,30989.0,6037,30989.0,3561,11235.0
2026-04-08,6045,0.0388081951691335,0.0370370370370372,0,0,170393744.0,100454836621399.5,0,0,0,0,0,0,0,0,0,5484,31073.0,6043,31073.0,3521,11211.0
2026-04-09,6046,-0.010893597738958146,-0.01457377456718556,0,0,141968392.0,84240137292024.0,0,0,0,0,0,0,0,0,0,5485,31005.0,6044,31005.0,3516,11194.0
2026-04-10,6050,0.009493554639263607,0.008474576271186418,0,0,147092368.0,97904532572866.25,0,0,0,0,0,0,0,0,0,5486,31041.0,6050,31041.0,3522,11195.0
