book,cluster_count,retention_vs_j0,median_turnover,p90_turnover,capacity_proxy_median,amount_20d_median,limit_suspension_loss_proxy,max_raw_share,source_lane_top_share,mean_pairwise_cluster_corr,max_pairwise_cluster_corr,equal_cost_adjusted_proxy,equal_book_ir_proxy,equal_max_cluster_weight,equal_top_cluster_contribution,inverse_turnover_cost_adjusted_proxy,inverse_turnover_book_ir_proxy,inverse_turnover_max_cluster_weight,inverse_turnover_top_cluster_contribution,liquidity_adjusted_cost_adjusted_proxy,liquidity_adjusted_book_ir_proxy,liquidity_adjusted_max_cluster_weight,liquidity_adjusted_top_cluster_contribution,amount_q,capacity_q,gate_mode,limit_max,susp_max,pass_gate,near_best,local_to_best
J4_relaxed_a0.1_c0.1_or_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.1,0.1,or,0.25,0.01,True,False,False
J4_relaxed_a0.1_c0.1_or_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.1,0.1,or,0.3,0.01,True,False,False
J4_relaxed_a0.1_c0.15_or_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.1,0.15,or,0.2,0.01,True,False,False
J4_relaxed_a0.1_c0.15_or_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.1,0.15,or,0.25,0.01,True,False,False
J4_relaxed_a0.1_c0.15_or_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.1,0.15,or,0.3,0.01,True,False,False
J4_relaxed_a0.15_c0.0_or_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.0,or,0.2,0.01,True,False,False
J4_relaxed_a0.15_c0.0_or_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.0,or,0.25,0.01,True,False,False
J4_relaxed_a0.15_c0.0_or_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.0,or,0.3,0.01,True,False,False
J4_relaxed_a0.15_c0.05_or_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.05,or,0.2,0.01,True,False,False
J4_relaxed_a0.15_c0.05_or_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.05,or,0.25,0.01,True,False,False
J4_relaxed_a0.15_c0.05_or_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.05,or,0.3,0.01,True,False,False
J4_relaxed_a0.15_c0.1_or_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.1,or,0.2,0.01,True,False,False
J4_relaxed_a0.15_c0.1_or_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.1,or,0.25,0.01,True,False,False
J4_relaxed_a0.15_c0.1_or_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.1,or,0.3,0.01,True,False,False
J4_relaxed_a0.15_c0.15_and_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.15,and,0.2,0.01,True,False,False
J4_relaxed_a0.15_c0.15_and_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.15,and,0.25,0.01,True,False,False
J4_relaxed_a0.15_c0.15_and_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.15,and,0.3,0.01,True,False,False
J4_relaxed_a0.15_c0.15_or_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.15,or,0.2,0.01,True,False,False
J4_relaxed_a0.15_c0.15_or_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.15,or,0.25,0.01,True,False,False
J4_relaxed_a0.15_c0.15_or_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.15,or,0.3,0.01,True,False,False
J4_relaxed_a0.15_c0.2_and_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.2,and,0.2,0.01,True,False,False
J4_relaxed_a0.15_c0.2_and_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.2,and,0.25,0.01,True,False,False
J4_relaxed_a0.15_c0.2_and_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.2,and,0.3,0.01,True,False,False
J4_relaxed_a0.15_c0.25_and_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.25,and,0.2,0.01,True,False,False
J4_relaxed_a0.15_c0.25_and_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.25,and,0.25,0.01,True,False,False
J4_relaxed_a0.15_c0.25_and_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.15,0.25,and,0.3,0.01,True,False,False
J4_relaxed_a0.2_c0.15_and_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.2,0.15,and,0.2,0.01,True,False,False
J4_relaxed_a0.2_c0.15_and_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.2,0.15,and,0.25,0.01,True,False,False
J4_relaxed_a0.2_c0.15_and_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.2,0.15,and,0.3,0.01,True,False,False
J4_relaxed_a0.2_c0.2_and_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.2,0.2,and,0.2,0.01,True,False,False
J4_relaxed_a0.2_c0.2_and_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.2,0.2,and,0.25,0.01,True,False,False
J4_relaxed_a0.2_c0.2_and_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.2,0.2,and,0.3,0.01,True,False,False
J4_relaxed_a0.2_c0.25_and_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.2,0.25,and,0.2,0.01,True,False,False
J4_relaxed_a0.2_c0.25_and_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.2,0.25,and,0.25,0.01,True,False,False
J4_relaxed_a0.2_c0.25_and_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.2,0.25,and,0.3,0.01,True,False,False
J4_relaxed_a0.25_c0.15_and_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.25,0.15,and,0.2,0.01,True,False,False
J4_relaxed_a0.25_c0.15_and_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.25,0.15,and,0.25,0.01,True,False,False
J4_relaxed_a0.25_c0.15_and_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.25,0.15,and,0.3,0.01,True,False,False
J4_relaxed_a0.25_c0.2_and_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.25,0.2,and,0.2,0.01,True,False,False
J4_relaxed_a0.25_c0.2_and_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.25,0.2,and,0.25,0.01,True,False,False
J4_relaxed_a0.25_c0.2_and_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.25,0.2,and,0.3,0.01,True,False,False
J4_relaxed_a0.25_c0.25_and_l0.2,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.25,0.25,and,0.2,0.01,True,False,False
J4_relaxed_a0.25_c0.25_and_l0.25,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.25,0.25,and,0.25,0.01,True,False,False
J4_relaxed_a0.25_c0.25_and_l0.3,19,0.558824,0.170802,0.257744,26582522.4,1128118777.6,0.024867,0.148148,0.526316,,,1.748373,1.748373,0.052632,0.112218,2.022777,2.022777,0.153291,0.203306,2.083518,2.083518,0.174083,0.22415,0.25,0.25,and,0.3,0.01,True,False,False
J4_relaxed_a0.05_c0.0_or_l0.2,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.0,or,0.2,0.01,False,True,False
J4_relaxed_a0.05_c0.0_or_l0.25,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.0,or,0.25,0.01,False,True,False
J4_relaxed_a0.05_c0.0_or_l0.3,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.0,or,0.3,0.01,False,True,False
J4_relaxed_a0.05_c0.15_and_l0.2,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.15,and,0.2,0.01,False,True,False
J4_relaxed_a0.05_c0.15_and_l0.25,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.15,and,0.25,0.01,False,True,False
J4_relaxed_a0.05_c0.15_and_l0.3,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.15,and,0.3,0.01,False,True,False
J4_relaxed_a0.05_c0.2_and_l0.2,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.2,and,0.2,0.01,False,True,False
J4_relaxed_a0.05_c0.2_and_l0.25,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.2,and,0.25,0.01,False,True,False
J4_relaxed_a0.05_c0.2_and_l0.3,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.2,and,0.3,0.01,False,True,False
J4_relaxed_a0.05_c0.25_and_l0.2,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.25,and,0.2,0.01,False,True,False
J4_relaxed_a0.05_c0.25_and_l0.25,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.25,and,0.25,0.01,False,True,False
J4_relaxed_a0.05_c0.25_and_l0.3,21,0.617647,0.170802,0.281432,24771722.56582,1124588403.2,0.024253,0.137931,0.52381,,,1.877303,1.877303,0.047619,0.094558,2.07885,2.07885,0.144192,0.18608,2.110271,2.110271,0.168511,0.214225,0.05,0.25,and,0.3,0.01,False,True,False
J4_relaxed_a0.0_c0.05_or_l0.2,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.0,0.05,or,0.2,0.01,False,False,False
J4_relaxed_a0.0_c0.05_or_l0.25,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.0,0.05,or,0.25,0.01,False,False,False
J4_relaxed_a0.0_c0.05_or_l0.3,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.0,0.05,or,0.3,0.01,False,False,False
J4_relaxed_a0.15_c0.05_and_l0.2,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.15,0.05,and,0.2,0.01,False,False,False
J4_relaxed_a0.15_c0.05_and_l0.25,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.15,0.05,and,0.25,0.01,False,False,False
J4_relaxed_a0.15_c0.05_and_l0.3,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.15,0.05,and,0.3,0.01,False,False,False
J4_relaxed_a0.2_c0.05_and_l0.2,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.2,0.05,and,0.2,0.01,False,False,False
J4_relaxed_a0.2_c0.05_and_l0.25,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.2,0.05,and,0.25,0.01,False,False,False
J4_relaxed_a0.2_c0.05_and_l0.3,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.2,0.05,and,0.3,0.01,False,False,False
J4_relaxed_a0.25_c0.05_and_l0.2,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.25,0.05,and,0.2,0.01,False,False,False
J4_relaxed_a0.25_c0.05_and_l0.25,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.25,0.05,and,0.25,0.01,False,False,False
J4_relaxed_a0.25_c0.05_and_l0.3,21,0.617647,0.17779,0.281432,24771722.56582,1124588403.2,0.025386,0.137931,0.52381,,,1.798961,1.798961,0.047619,0.098675,2.029586,2.029586,0.146644,0.193837,2.086244,2.086244,0.170922,0.219793,0.25,0.05,and,0.3,0.01,False,False,False
J4_relaxed_a0.05_c0.05_or_l0.2,20,0.588235,0.174296,0.281841,25677122.48291,1126353590.4,0.024151,0.142857,0.5,,,1.83585,1.83585,0.05,0.101527,2.052849,2.052849,0.150166,0.196244,2.095991,2.095991,0.172547,0.220851,0.05,0.05,or,0.2,0.01,False,True,False
J4_relaxed_a0.05_c0.05_or_l0.25,20,0.588235,0.174296,0.281841,25677122.48291,1126353590.4,0.024151,0.142857,0.5,,,1.83585,1.83585,0.05,0.101527,2.052849,2.052849,0.150166,0.196244,2.095991,2.095991,0.172547,0.220851,0.05,0.05,or,0.25,0.01,False,True,False
J4_relaxed_a0.05_c0.05_or_l0.3,20,0.588235,0.174296,0.281841,25677122.48291,1126353590.4,0.024151,0.142857,0.5,,,1.83585,1.83585,0.05,0.101527,2.052849,2.052849,0.150166,0.196244,2.095991,2.095991,0.172547,0.220851,0.05,0.05,or,0.3,0.01,False,True,False
J4_relaxed_a0.2_c0.0_or_l0.2,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.0,or,0.2,0.01,False,False,False
J4_relaxed_a0.2_c0.0_or_l0.25,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.0,or,0.25,0.01,False,False,False
J4_relaxed_a0.2_c0.0_or_l0.3,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.0,or,0.3,0.01,False,False,False
J4_relaxed_a0.2_c0.05_or_l0.2,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.05,or,0.2,0.01,False,False,False
J4_relaxed_a0.2_c0.05_or_l0.25,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.05,or,0.25,0.01,False,False,False
J4_relaxed_a0.2_c0.05_or_l0.3,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.05,or,0.3,0.01,False,False,False
J4_relaxed_a0.2_c0.1_or_l0.2,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.1,or,0.2,0.01,False,False,False
J4_relaxed_a0.2_c0.1_or_l0.25,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.1,or,0.25,0.01,False,False,False
J4_relaxed_a0.2_c0.1_or_l0.3,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.1,or,0.3,0.01,False,False,False
J4_relaxed_a0.2_c0.15_or_l0.2,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.15,or,0.2,0.01,False,False,False
J4_relaxed_a0.2_c0.15_or_l0.25,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.15,or,0.25,0.01,False,False,False
J4_relaxed_a0.2_c0.15_or_l0.3,18,0.529412,0.159695,0.246771,29354126.56123,1209759164.0,0.025511,0.153846,0.5,,,1.7885,1.7885,0.055556,0.115795,2.048339,2.048339,0.157223,0.205918,2.100405,2.100405,0.176863,0.225899,0.2,0.15,or,0.3,0.01,False,False,False
J4_relaxed_a0.0_c0.2_or_l0.2,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.0,0.2,or,0.2,0.01,False,False,False
J4_relaxed_a0.0_c0.2_or_l0.25,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.0,0.2,or,0.25,0.01,False,False,False
J4_relaxed_a0.0_c0.2_or_l0.3,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.0,0.2,or,0.3,0.01,False,False,False
J4_relaxed_a0.05_c0.2_or_l0.2,18,0.529412,0.159695,0.260705,29354126.56123,1209759164.0,0.023877,0.153846,0.5,,,1.845075,1.845075,0.055556,0.112244,2.079015,2.079015,0.15757,0.203328,2.122635,2.122635,0.177363,0.224166,0.05,0.2,or,0.2,0.01,False,False,False
