candidate_id,factor_lane,diagnostic_role,input_families,input_sources,pool_priority_score,source_quota_group,expression
phase3aa_event_0510_cn_integrated_v1_market_regime_x_signal_00090,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_s_zrtj),ZScore($ctx_rzrq_rqjmg3d)))"
phase3aa_event_0511_cn_integrated_v1_market_regime_x_signal_00091,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_s_zrtj),ZScore($ctx_rzrq_rzjme3d)))"
phase3aa_event_0512_cn_integrated_v1_market_regime_x_signal_00092,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_s_zrtj),ZScore($ctx_rzrq_rzmre3d)))"
phase3aa_event_0513_cn_integrated_v1_market_regime_x_signal_00093,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_flow_liquidity,minute_panel_v2|nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjdt),ZScore($m1_first15_amount)))"
phase3aa_event_0514_cn_integrated_v1_market_regime_x_signal_00094,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_flow_liquidity,minute_panel_v2|nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjdt),ZScore($m1_first5_amount)))"
phase3aa_event_0515_cn_integrated_v1_market_regime_x_signal_00095,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_vwap_pressure,minute_panel_v2|nonminute_pit_context_panel_v1,0.95,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjdt),ZScore($m1_first5_vwap_return_vs_open)))"
phase3aa_event_0516_cn_integrated_v1_market_regime_x_signal_00096,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_return_pressure,minute_panel_v2|nonminute_pit_context_panel_v1,0.95,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjdt),ZScore($m1_open_gap_vs_preclose)))"
phase3aa_event_0517_cn_integrated_v1_market_regime_x_signal_00097,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjdt),ZScore($ctx_rzrq_rqjmg3d)))"
phase3aa_event_0518_cn_integrated_v1_market_regime_x_signal_00098,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjdt),ZScore($ctx_rzrq_rzjme3d)))"
phase3aa_event_0519_cn_integrated_v1_market_regime_x_signal_00099,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjdt),ZScore($ctx_rzrq_rzmre3d)))"
phase3aa_event_0520_cn_integrated_v1_market_regime_x_signal_00100,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_flow_liquidity,minute_panel_v2|nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjzt),ZScore($m1_first15_amount)))"
phase3aa_event_0521_cn_integrated_v1_market_regime_x_signal_00101,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_flow_liquidity,minute_panel_v2|nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjzt),ZScore($m1_first5_amount)))"
phase3aa_event_0522_cn_integrated_v1_market_regime_x_signal_00102,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_vwap_pressure,minute_panel_v2|nonminute_pit_context_panel_v1,0.95,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjzt),ZScore($m1_first5_vwap_return_vs_open)))"
phase3aa_event_0523_cn_integrated_v1_market_regime_x_signal_00103,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_return_pressure,minute_panel_v2|nonminute_pit_context_panel_v1,0.95,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjzt),ZScore($m1_open_gap_vs_preclose)))"
phase3aa_event_0524_cn_integrated_v1_market_regime_x_signal_00104,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjzt),ZScore($ctx_rzrq_rqjmg3d)))"
phase3aa_event_0525_cn_integrated_v1_market_regime_x_signal_00105,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjzt),ZScore($ctx_rzrq_rzjme3d)))"
phase3aa_event_0526_cn_integrated_v1_market_regime_x_signal_00106,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_sjzt),ZScore($ctx_rzrq_rzmre3d)))"
phase3aa_event_0527_cn_integrated_v1_market_regime_x_signal_00107,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_flow_liquidity,minute_panel_v2|nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stdt),ZScore($m1_first15_amount)))"
phase3aa_event_0528_cn_integrated_v1_market_regime_x_signal_00108,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_flow_liquidity,minute_panel_v2|nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stdt),ZScore($m1_first5_amount)))"
phase3aa_event_0529_cn_integrated_v1_market_regime_x_signal_00109,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_vwap_pressure,minute_panel_v2|nonminute_pit_context_panel_v1,0.95,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stdt),ZScore($m1_first5_vwap_return_vs_open)))"
phase3aa_event_0530_cn_integrated_v1_market_regime_x_signal_00110,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_return_pressure,minute_panel_v2|nonminute_pit_context_panel_v1,0.95,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stdt),ZScore($m1_open_gap_vs_preclose)))"
phase3aa_event_0531_cn_integrated_v1_market_regime_x_signal_00111,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stdt),ZScore($ctx_rzrq_rqjmg3d)))"
phase3aa_event_0532_cn_integrated_v1_market_regime_x_signal_00112,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stdt),ZScore($ctx_rzrq_rzjme3d)))"
phase3aa_event_0533_cn_integrated_v1_market_regime_x_signal_00113,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stdt),ZScore($ctx_rzrq_rzmre3d)))"
phase3aa_event_0534_cn_integrated_v1_market_regime_x_signal_00114,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_flow_liquidity,minute_panel_v2|nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stzt),ZScore($m1_first15_amount)))"
phase3aa_event_0535_cn_integrated_v1_market_regime_x_signal_00115,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_flow_liquidity,minute_panel_v2|nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stzt),ZScore($m1_first5_amount)))"
phase3aa_event_0536_cn_integrated_v1_market_regime_x_signal_00116,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_vwap_pressure,minute_panel_v2|nonminute_pit_context_panel_v1,0.95,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stzt),ZScore($m1_first5_vwap_return_vs_open)))"
phase3aa_event_0537_cn_integrated_v1_market_regime_x_signal_00117,market_regime_x_signal,regime_interaction,market_breadth_regime|minute_return_pressure,minute_panel_v2|nonminute_pit_context_panel_v1,0.95,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stzt),ZScore($m1_open_gap_vs_preclose)))"
phase3aa_event_0538_cn_integrated_v1_market_regime_x_signal_00118,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stzt),ZScore($ctx_rzrq_rqjmg3d)))"
phase3aa_event_0539_cn_integrated_v1_market_regime_x_signal_00119,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stzt),ZScore($ctx_rzrq_rzjme3d)))"
phase3aa_event_0540_cn_integrated_v1_market_regime_x_signal_00120,market_regime_x_signal,regime_interaction,market_breadth_regime|rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:regime_interaction:none,"CSRank(Mul(ZScore($ctx_mkt_updown_stzt),ZScore($ctx_rzrq_rzmre3d)))"
phase3aa_event_0541_cn_integrated_v1_minute_direct_rank_00121,minute_direct_rank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank($m1_amount_day)
phase3aa_event_0542_cn_integrated_v1_minute_direct_rank_zrank_00122,minute_direct_rank_zrank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_amount_day))
phase3aa_event_0543_cn_integrated_v1_minute_direct_rank_00123,minute_direct_rank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_day_high)
phase3aa_event_0544_cn_integrated_v1_minute_direct_rank_zrank_00124,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_day_high))
phase3aa_event_0545_cn_integrated_v1_minute_direct_rank_00125,minute_direct_rank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_day_low)
phase3aa_event_0546_cn_integrated_v1_minute_direct_rank_zrank_00126,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_day_low))
phase3aa_event_0547_cn_integrated_v1_minute_direct_rank_00127,minute_direct_rank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first15_amount)
phase3aa_event_0548_cn_integrated_v1_minute_direct_rank_zrank_00128,minute_direct_rank_zrank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first15_amount))
phase3aa_event_0549_cn_integrated_v1_minute_direct_rank_00129,minute_direct_rank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first15_high)
phase3aa_event_0550_cn_integrated_v1_minute_direct_rank_zrank_00130,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first15_high))
phase3aa_event_0551_cn_integrated_v1_minute_direct_rank_00131,minute_direct_rank,minute_context,minute_return_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first15_last_return_vs_open)
phase3aa_event_0552_cn_integrated_v1_minute_direct_rank_zrank_00132,minute_direct_rank_zrank,minute_context,minute_return_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first15_last_return_vs_open))
phase3aa_event_0553_cn_integrated_v1_minute_direct_rank_00133,minute_direct_rank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first15_low)
phase3aa_event_0554_cn_integrated_v1_minute_direct_rank_zrank_00134,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first15_low))
phase3aa_event_0555_cn_integrated_v1_minute_direct_rank_zrank_00135,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first15_range))
phase3aa_event_0556_cn_integrated_v1_minute_direct_rank_00136,minute_direct_rank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first15_vol)
phase3aa_event_0557_cn_integrated_v1_minute_direct_rank_zrank_00137,minute_direct_rank_zrank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first15_vol))
phase3aa_event_0558_cn_integrated_v1_minute_direct_rank_00138,minute_direct_rank,minute_context,minute_vwap_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first15_vwap)
phase3aa_event_0559_cn_integrated_v1_minute_direct_rank_zrank_00139,minute_direct_rank_zrank,minute_context,minute_vwap_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first15_vwap))
phase3aa_event_0560_cn_integrated_v1_minute_direct_rank_zrank_00140,minute_direct_rank_zrank,minute_context,minute_vwap_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first15_vwap_return_vs_open))
phase3aa_event_0561_cn_integrated_v1_minute_direct_rank_00141,minute_direct_rank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first30_amount)
phase3aa_event_0562_cn_integrated_v1_minute_direct_rank_zrank_00142,minute_direct_rank_zrank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first30_amount))
phase3aa_event_0563_cn_integrated_v1_minute_direct_rank_00143,minute_direct_rank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first30_high)
phase3aa_event_0564_cn_integrated_v1_minute_direct_rank_zrank_00144,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first30_high))
phase3aa_event_0565_cn_integrated_v1_minute_direct_rank_00145,minute_direct_rank,minute_context,minute_return_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first30_last_return_vs_open)
phase3aa_event_0566_cn_integrated_v1_minute_direct_rank_zrank_00146,minute_direct_rank_zrank,minute_context,minute_return_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first30_last_return_vs_open))
phase3aa_event_0567_cn_integrated_v1_minute_direct_rank_00147,minute_direct_rank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first30_low)
phase3aa_event_0568_cn_integrated_v1_minute_direct_rank_zrank_00148,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first30_low))
phase3aa_event_0569_cn_integrated_v1_minute_direct_rank_zrank_00149,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first30_range))
phase3aa_event_0570_cn_integrated_v1_minute_direct_rank_00150,minute_direct_rank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first30_vol)
phase3aa_event_0571_cn_integrated_v1_minute_direct_rank_zrank_00151,minute_direct_rank_zrank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first30_vol))
phase3aa_event_0572_cn_integrated_v1_minute_direct_rank_00152,minute_direct_rank,minute_context,minute_vwap_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first30_vwap)
phase3aa_event_0573_cn_integrated_v1_minute_direct_rank_zrank_00153,minute_direct_rank_zrank,minute_context,minute_vwap_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first30_vwap))
phase3aa_event_0574_cn_integrated_v1_minute_direct_rank_zrank_00154,minute_direct_rank_zrank,minute_context,minute_vwap_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first30_vwap_return_vs_open))
phase3aa_event_0575_cn_integrated_v1_minute_direct_rank_00155,minute_direct_rank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first5_amount)
phase3aa_event_0576_cn_integrated_v1_minute_direct_rank_zrank_00156,minute_direct_rank_zrank,minute_context,minute_flow_liquidity,minute_panel_v2,1.01,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first5_amount))
phase3aa_event_0577_cn_integrated_v1_minute_direct_rank_00157,minute_direct_rank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first5_high)
phase3aa_event_0578_cn_integrated_v1_minute_direct_rank_zrank_00158,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first5_high))
phase3aa_event_0579_cn_integrated_v1_minute_direct_rank_00159,minute_direct_rank,minute_context,minute_return_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first5_last_return_vs_open)
phase3aa_event_0580_cn_integrated_v1_minute_direct_rank_zrank_00160,minute_direct_rank_zrank,minute_context,minute_return_pressure,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first5_last_return_vs_open))
phase3aa_event_0581_cn_integrated_v1_minute_direct_rank_00161,minute_direct_rank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank($m1_first5_low)
phase3aa_event_0582_cn_integrated_v1_minute_direct_rank_zrank_00162,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first5_low))
phase3aa_event_0583_cn_integrated_v1_minute_direct_rank_zrank_00163,minute_direct_rank_zrank,minute_context,minute_range_volatility,minute_panel_v2,0.95,cn_integrated_feature_layer:minute_context:none,CSRank(ZScore($m1_first5_range))
phase3aa_event_0584_cn_integrated_v1_rzrq_direct_rank_00164,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_fin_balance_gr)
phase3aa_event_0585_cn_integrated_v1_rzrq_direct_rank_zrank_00165,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_fin_balance_gr))
phase3aa_event_0586_cn_integrated_v1_rzrq_direct_rank_00166,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqchl)
phase3aa_event_0587_cn_integrated_v1_rzrq_direct_rank_zrank_00167,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqchl))
phase3aa_event_0588_cn_integrated_v1_rzrq_direct_rank_00168,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqchl10d)
phase3aa_event_0589_cn_integrated_v1_rzrq_direct_rank_zrank_00169,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqchl10d))
phase3aa_event_0590_cn_integrated_v1_rzrq_direct_rank_00170,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqchl3d)
phase3aa_event_0591_cn_integrated_v1_rzrq_direct_rank_zrank_00171,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqchl3d))
phase3aa_event_0592_cn_integrated_v1_rzrq_direct_rank_00172,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqchl5d)
phase3aa_event_0593_cn_integrated_v1_rzrq_direct_rank_zrank_00173,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqchl5d))
phase3aa_event_0594_cn_integrated_v1_rzrq_direct_rank_00174,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqjmg)
phase3aa_event_0595_cn_integrated_v1_rzrq_direct_rank_zrank_00175,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqjmg))
phase3aa_event_0596_cn_integrated_v1_rzrq_direct_rank_00176,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqjmg10d)
phase3aa_event_0597_cn_integrated_v1_rzrq_direct_rank_zrank_00177,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqjmg10d))
phase3aa_event_0598_cn_integrated_v1_rzrq_direct_rank_00178,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqjmg3d)
phase3aa_event_0599_cn_integrated_v1_rzrq_direct_rank_zrank_00179,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqjmg3d))
phase3aa_event_0600_cn_integrated_v1_rzrq_direct_rank_00180,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqjmg5d)
phase3aa_event_0601_cn_integrated_v1_rzrq_direct_rank_zrank_00181,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqjmg5d))
phase3aa_event_0602_cn_integrated_v1_rzrq_direct_rank_00182,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqmcl)
phase3aa_event_0603_cn_integrated_v1_rzrq_direct_rank_zrank_00183,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqmcl))
phase3aa_event_0604_cn_integrated_v1_rzrq_direct_rank_00184,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqmcl10d)
phase3aa_event_0605_cn_integrated_v1_rzrq_direct_rank_zrank_00185,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqmcl10d))
phase3aa_event_0606_cn_integrated_v1_rzrq_direct_rank_00186,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqmcl3d)
phase3aa_event_0607_cn_integrated_v1_rzrq_direct_rank_zrank_00187,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqmcl3d))
phase3aa_event_0608_cn_integrated_v1_rzrq_direct_rank_00188,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqmcl5d)
phase3aa_event_0609_cn_integrated_v1_rzrq_direct_rank_zrank_00189,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqmcl5d))
phase3aa_event_0610_cn_integrated_v1_rzrq_direct_rank_00190,rzrq_direct_rank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank($ctx_rzrq_rqye)
phase3aa_event_0611_cn_integrated_v1_rzrq_direct_rank_zrank_00191,rzrq_direct_rank_zrank,leverage_flow,rzrq_flow_leverage,nonminute_pit_context_panel_v1,1.01,cn_integrated_feature_layer:leverage_flow:none,CSRank(ZScore($ctx_rzrq_rqye))
