file,line,patterns,text
src\our_system_phase2\runtime\phase3p_historical_analog_regime_replay.py,23,phase3n_stock_tdx_official;tdx_official,"DEFAULT_DATASET = Path(r""G:\Project_V7_Rotation\scripts\data\phase3n_stock_tdx_official_20200101_to_20260508_maxopt.parquet"")"
src\our_system_phase2\runtime\phase3q_theoretical_ceiling_pack.py,24,phase3n_stock_tdx_official;tdx_official,"DEFAULT_DATASET = Path(r""G:\Project_V7_Rotation\scripts\data\phase3n_stock_tdx_official_20200101_to_20260508_maxopt.parquet"")"
src\our_system_phase2\runtime\phase3z45b_oos_regime_candidate_audit.py,31,phase3n_stock_tdx_official;tdx_official,"r""G:\Project_V7_Rotation\scripts\data\phase3n_stock_tdx_official_20200101_to_20260508_maxopt.parquet"""
src\our_system_phase2\runtime\phase3z45b_regime_fragility_audit.py,26,phase3n_stock_tdx_official;tdx_official,"r""G:\Project_V7_Rotation\scripts\data\phase3n_stock_tdx_official_20200101_to_20260508_maxopt.parquet"""
src\our_system_phase2\runtime\phase3z45b_regime_timing_audit.py,33,phase3n_stock_tdx_official;tdx_official,"r""G:\Project_V7_Rotation\scripts\data\phase3n_stock_tdx_official_20200101_to_20260508_maxopt.parquet"""
src\our_system_phase2\runtime\phase3z48_event_veto_gate_audit.py,34,phase3n_stock_tdx_official;tdx_official,"r""G:\Project_V7_Rotation\scripts\data\phase3n_stock_tdx_official_20200101_to_20260508_maxopt.parquet"""
src\our_system_phase2\runtime\phase3z49_event_long_selection_overlap.py,33,phase3n_stock_tdx_official;tdx_official,"r""G:\Project_V7_Rotation\scripts\data\phase3n_stock_tdx_official_20200101_to_20260508_maxopt.parquet"""
scripts\build_phase2_stock_dataset_maxopt.py,113,phase2_stock_tdx_official;tdx_official,"step1 = DATA_DIR / f""phase2_stock_tdx_official_{start_tag}_to_{end_tag}.parquet"""
scripts\build_phase2_stock_dataset_maxopt.py,120,tdx_official,"PROJECT_ROOT / ""scripts"" / ""build_tdx_official_stock_slice.py"","
scripts\build_tdx_official_stock_slice.py,25,tdx_official,"DEFAULT_CACHE = DATA_DIR / ""tdx_official_vipdoc"""
scripts\build_tdx_official_stock_slice.py,232,phase2_stock_tdx_official;tdx_official,"output = args.output or DATA_DIR / f""phase2_stock_tdx_official_{start_tag}_to_{end_tag}.parquet"""
scripts\cn_integrated_factor_pack_remote_company_selector.ps1,8,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\cn_integrated_pit_remote_build_joined_panel.ps1,7,phase2_stock_tdx_official;tdx_official,"$BaseDataset = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\cn_integrated_pit_remote_build_joined_panel.ps1,10,phase2_stock_tdx_official;tdx_official,"$OutputPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260410_cn_integrated_selected_v1.parquet"""
scripts\cn_integrated_pit_remote_replay_smoke_joined.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260410_cn_integrated_selected_v1.parquet"""
scripts\cn_zzshare_limit_sentiment_remote_build_joined_panel.ps1,7,phase2_stock_tdx_official;tdx_official,"$InputPanel = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260410_cn_integrated_selected_v1.parquet"""
scripts\cn_zzshare_limit_sentiment_remote_build_joined_panel.ps1,11,phase2_stock_tdx_official;tdx_official,"$OutputPanel = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260410_cn_integrated_zzshare_selected_v1.parquet"""
scripts\company_run_integrated_v2_selector_20260602.ps1,22,phase2_stock_tdx_official;tdx_official,"""--dataset-path"", ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260410_cn_integrated_selected_v1.parquet"","
scripts\phase3aa_remote_start_company_heavy.ps1,8,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_local_memorysafe_r5_worker_20260605.ps1,5,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""G:\Project_V7_Rotation\scripts\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_local_overnight_worker_20260605.ps1,5,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""G:\Project_V7_Rotation\scripts\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_local_sleep_sidecar_worker_20260606.ps1,5,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""G:\Project_V7_Rotation\scripts\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_memorysafe_r5_20260605.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_overnight_20260605.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_r5_sidecar2_20260605.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_r5_sidecar3_20260605.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_r5_sidecar4_20260605.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_r5_sidecar_20260605.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_wide_cp1.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_wide_cp1b.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_wide_cp1c.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_wide_cp2a.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3ai_remote_start_company_wide_cp2b.ps1,6,phase2_stock_tdx_official;tdx_official,"$DatasetPath = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
scripts\phase3aj_company_clean_new_data_selector_20260606.ps1,6,phase3ae_bounded_repair_joined_panel,"$Panel = ""$Workspace\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3aj_company_clean_new_data_selector_memory_filtered_20260606.ps1,6,phase3ae_bounded_repair_joined_panel,"$Panel = ""$Workspace\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3aj_company_combined_replay384_20260606.ps1,7,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3aj_company_combined_replay_debug2_20260606.ps1,7,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3aj_company_lane_selector_20260606.ps1,15,phase3ae_bounded_repair_joined_panel,"$Panel = ""$Workspace\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3aj_company_prepare_new_data_workspace_20260606.ps1,15,phase3ae_bounded_repair_joined_panel,"--panel ""$Workspace\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"" `"
scripts\phase3aj_company_split_a_debug2_20260606.ps1,7,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3aj_company_split_a_replay192_20260606.ps1,7,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3aj_local_sequential_after_b_replay_ca_20260606.ps1,6,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3aj_local_split_b_replay192_20260606.ps1,7,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_company_broad_sharded_selectors_20260607.ps1,5,phase3ae_bounded_repair_joined_panel,"$Panel = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_company_clean_chunked_replay_20260607.ps1,5,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_company_small_shard_replay_20260607.ps1,5,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_local_broad_merged_clean_replay_20260607.ps1,7,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_local_broad_merged_replay_20260607.ps1,7,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_local_broad_selector256_20260607.ps1,6,phase3ae_bounded_repair_joined_panel,"$Panel = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_local_broad_selector512_20260607.ps1,6,phase3ae_bounded_repair_joined_panel,"$Panel = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_local_broad_selector512_rerun_20260607.ps1,6,phase3ae_bounded_repair_joined_panel,"$Panel = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_local_broad_sharded_selectors_20260607.ps1,5,phase3ae_bounded_repair_joined_panel,"$Panel = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3ak_local_remaining177_replay_20260607.ps1,7,phase3ae_bounded_repair_joined_panel,"$DatasetPath = Join-Path $RepoRoot ""runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3al_company_factor_only_s107_executable_20260609.ps1,6,phase3ae_bounded_repair_joined_panel,"$Dataset = ""$Repo\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3al_company_factor_only_s107_executable_20260609.ps1,31,phase3ae_bounded_repair_joined_panel,"""dataset_path"": ""D:\\HermesWorker\\workspace\\phase3aj_new_data_current\\runtime\\phase3ae_bounded_repair_selector_only_v1_20260604\\phase3ae_bounded_repair_joined_panel_v1.parquet"","
scripts\phase3al_company_fresh_mature_chain_20260608.ps1,22,phase3ae_bounded_repair_joined_panel,"--dataset-path ""$Repo\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"" `"
scripts\phase3al_company_fresh_mature_chain_s104_event_actor_20260608.ps1,22,phase3ae_bounded_repair_joined_panel,"--dataset-path ""$Repo\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"" `"
scripts\phase3al_company_s107_continue_replay_20260609.ps1,6,phase3ae_bounded_repair_joined_panel,"$Dataset = ""$Repo\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3al_company_s107_replay_only_20260609.ps1,6,phase3ae_bounded_repair_joined_panel,"$Dataset = ""$Repo\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3al_local_factor_only_s106_20260609.ps1,6,phase3ae_bounded_repair_joined_panel,"$Dataset = ""$Repo\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"""
scripts\phase3al_local_factor_only_s106_20260609.ps1,29,phase3ae_bounded_repair_joined_panel,"""dataset_path"": ""G:\\Project_V7_Rotation\\alpha_pit_data_feature_workspace_20260531\\runtime\\phase3ae_bounded_repair_selector_only_v1_20260604\\phase3ae_bounded_repair_joined_panel_v1.parquet"","
scripts\phase3al_local_fresh_mature_chain_20260608.ps1,22,phase3ae_bounded_repair_joined_panel,"--dataset-path ""$Repo\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"" `"
scripts\phase3al_local_fresh_mature_chain_s103_20260608.ps1,22,phase3ae_bounded_repair_joined_panel,"--dataset-path ""$Repo\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"" `"
scripts\phase3al_local_fresh_mature_chain_s105_mixed_20260608.ps1,22,phase3ae_bounded_repair_joined_panel,"--dataset-path ""$Repo\runtime\phase3ae_bounded_repair_selector_only_v1_20260604\phase3ae_bounded_repair_joined_panel_v1.parquet"" `"
scripts\phase3an_company_memory_filtered_remainder384_q2_20260609.ps1,6,phase3an_daily_sentiment_joined_panel,"$FullPanel = Join-Path $Repo ""runtime\phase3an_daily_sentiment_joined_panel_20260609\phase3an_daily_sentiment_joined_panel.parquet"""
scripts\phase3an_company_memory_filtered_remainder384b2_q2_20260609.ps1,6,phase3an_daily_sentiment_joined_panel,"$FullPanel = Join-Path $Repo ""runtime\phase3an_daily_sentiment_joined_panel_20260609\phase3an_daily_sentiment_joined_panel.parquet"""
scripts\phase3an_company_memory_filtered_remainder384b_q2_20260609.ps1,6,phase3an_daily_sentiment_joined_panel,"$FullPanel = Join-Path $Repo ""runtime\phase3an_daily_sentiment_joined_panel_20260609\phase3an_daily_sentiment_joined_panel.parquet"""
scripts\phase3ao_start_local_current_panel_expanded72_20260610.ps1,5,phase3an_daily_sentiment_joined_panel,"$Dataset = Join-Path $Workspace ""runtime\phase3an_daily_sentiment_joined_panel_20260609\phase3an_daily_sentiment_joined_panel.parquet"""
scripts\phase3ao_start_local_current_panel_replay_20260610.ps1,6,phase3an_daily_sentiment_joined_panel,"$Dataset = Join-Path $Repo ""runtime\phase3an_daily_sentiment_joined_panel_20260609\phase3an_daily_sentiment_joined_panel.parquet"""
scripts\phase3ao_start_local_deep_validation_20260610.ps1,6,phase3n_stock_tdx_official;tdx_official,"$Dataset = ""G:\Project_V7_Rotation\scripts\data\phase3n_stock_tdx_official_20200101_to_20260508_maxopt.parquet"""
scripts\phase3i_s41_selector_only_company.ps1,6,phase2_stock_tdx_official;tdx_official,"$dataset = ""D:\HermesWorker\data\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"""
runtime\run_plans\phase3aa_mature_chain_heavy_search_run_plan.json,13,phase2_stock_tdx_official;tdx_official,"""dataset_path"": ""G:/Project_V7_Rotation/scripts/data/phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"","
runtime\run_plans\phase3ab_deep_validation_run_plan_20260530.json,9,phase3n_stock_tdx_official;tdx_official,"""dataset"": ""G:/Project_V7_Rotation/scripts/data/phase3n_stock_tdx_official_20200101_to_20260508_maxopt.parquet"","
runtime\run_plans\phase3ab_large_daily_search_run_plan_20260529.json,25,phase2_stock_tdx_official;tdx_official,"""dataset_path"": ""D:\\HermesWorker\\data\\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"","
runtime\run_plans\phase3ab_large_daily_search_run_plan_20260529.json,48,phase2_stock_tdx_official;tdx_official,"""dataset_path"": ""G:\\Project_V7_Rotation\\scripts\\data\\phase2_stock_tdx_official_20250806_to_20260508_maxopt.parquet"","
runtime\run_plans\phase3ae_bounded_repair_replay_canary_run_plan_v1_20260604.json,14,phase3ae_bounded_repair_joined_panel,"""joined_panel"": ""runtime/phase3ae_bounded_repair_selector_only_v1_20260604/phase3ae_bounded_repair_joined_panel_v1.parquet"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,19,cn_minute_feature_panel,"""runtime/minute_feature_panels/cn_minute_feature_panel_v2_20260602_full_retry1"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,20,phase3ae_bounded_repair_joined_panel,"""runtime/phase3ae_bounded_repair_selector_only_v1_20260604/phase3ae_bounded_repair_joined_panel_v1.parquet"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,21,phase3an_daily_sentiment_joined_panel,"""runtime/phase3an_daily_sentiment_joined_panel_20260609/phase3an_daily_sentiment_joined_panel.parquet"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,22,phase2_stock_tdx_official;tdx_official,"""phase2_stock_tdx_official_*"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,23,phase3n_stock_tdx_official;tdx_official,"""phase3n_stock_tdx_official_*"""
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,28,cn_minute_feature_panel,"""runtime/minute_feature_panels/cn_minute_feature_panel_v2_20260602_full_retry1"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,32,phase3an_daily_sentiment_joined_panel,"""runtime/phase3an_daily_sentiment_joined_panel_20260609/phase3an_daily_sentiment_joined_panel.parquet"""
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,35,phase2_stock_tdx_official;tdx_official,"""phase2_stock_tdx_official_*_maxopt.parquet"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,36,phase3n_stock_tdx_official;tdx_official,"""phase3n_stock_tdx_official_*_maxopt.parquet"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,37,tdx_official,"""tdx_official_vipdoc"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,47,phase3an_daily_sentiment_joined_panel,"""panel"": ""runtime/phase3an_daily_sentiment_joined_panel_20260609/phase3an_daily_sentiment_joined_panel.parquet"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,58,stock_1min,"""G:/Project_V7_Rotation/data/cn_public_enrichment/cn_local_minute_daily_silver_v1_20260531/stock_1min_2023_2025_symbol_parquet_v2"","
runtime\run_plans\phase3ap_minute_first_large_search_prelaunch_20260610.json,59,stock_1min,"""G:/Project_V7_Rotation/data/cn_public_enrichment/cn_local_minute_daily_silver_v1_20260531/stock_1min_2026_parquet_by_date"""
