source_file,candidate_id,source_generator,source_lane,selection_rank,expression,fields
reports\cn_zzshare_limit_sentiment_selector_only_gate_v1_lag1_alias_20260602\zzshare_selected_candidates.csv,phase3aa_event_0001_cn_zls_v1_zls_event_direct_00001,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,,CSRank($ctx_zls_evt_amount_lag1),ctx_zls_evt_amount_lag1
reports\cn_zzshare_limit_sentiment_selector_only_gate_v1_lag1_alias_20260602\zzshare_selected_candidates.csv,phase3aa_event_0003_cn_zls_v1_zls_event_direct_00003,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,,CSRank($ctx_zls_evt_auction_money_lag1),ctx_zls_evt_auction_money_lag1
reports\cn_zzshare_limit_sentiment_selector_only_gate_v1_lag1_alias_20260602\zzshare_selected_candidates.csv,phase3aa_event_0007_cn_zls_v1_zls_event_direct_00007,cn_zzshare_limit_sentiment_factor_pack_v1,cn_zzshare_limit_sentiment_feature_layer,,CSRank($ctx_zls_evt_fd_close_lag1),ctx_zls_evt_fd_close_lag1
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0276_cn_flow_liq_v1_event_x_flow_liquidity_0276,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,42.0,"CSRank(Mul(ZScore(Mean($plate_score,10)),ZScore(Mean($seal_circulation_rate,10))))",plate_score|seal_circulation_rate
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0275_cn_flow_liq_v1_event_x_flow_liquidity_0275,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,38.0,"CSRank(Mul(ZScore(Mean($plate_score,5)),ZScore(Mean($seal_circulation_rate,5))))",plate_score|seal_circulation_rate
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0274_cn_flow_liq_v1_event_x_flow_liquidity_0274,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,40.0,"CSRank(Mul(ZScore(Mean($plate_score,3)),ZScore(Mean($seal_circulation_rate,3))))",plate_score|seal_circulation_rate
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0273_cn_flow_liq_v1_event_x_flow_liquidity_0273,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,41.0,"CSRank(Mul(ZScore(Mean($plate_score,10)),ZScore(Mean($seal_rate,10))))",plate_score|seal_rate
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0272_cn_flow_liq_v1_event_x_flow_liquidity_0272,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,39.0,"CSRank(Mul(ZScore(Mean($plate_score,5)),ZScore(Mean($seal_rate,5))))",plate_score|seal_rate
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0271_cn_flow_liq_v1_event_x_flow_liquidity_0271,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,35.0,"CSRank(Mul(ZScore(Mean($plate_score,3)),ZScore(Mean($seal_rate,3))))",plate_score|seal_rate
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0270_cn_flow_liq_v1_event_x_flow_liquidity_0270,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,49.0,"CSRank(Mul(ZScore(Mean($plate_score,10)),ZScore(Mean($seal_money,10))))",plate_score|seal_money
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0269_cn_flow_liq_v1_event_x_flow_liquidity_0269,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,48.0,"CSRank(Mul(ZScore(Mean($plate_score,5)),ZScore(Mean($seal_money,5))))",plate_score|seal_money
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0268_cn_flow_liq_v1_event_x_flow_liquidity_0268,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,46.0,"CSRank(Mul(ZScore(Mean($plate_score,3)),ZScore(Mean($seal_money,3))))",plate_score|seal_money
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0267_cn_flow_liq_v1_event_x_flow_liquidity_0267,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,45.0,"CSRank(Mul(ZScore(Mean($plate_score,10)),ZScore(Mean($turnover_ratio_real,10))))",plate_score|turnover_ratio_real
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0266_cn_flow_liq_v1_event_x_flow_liquidity_0266,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,43.0,"CSRank(Mul(ZScore(Mean($plate_score,5)),ZScore(Mean($turnover_ratio_real,5))))",plate_score|turnover_ratio_real
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0262_cn_flow_liq_v1_event_x_flow_liquidity_0262,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,47.0,"CSRank(Mul(ZScore(Mean($plate_score,3)),ZScore(Mean($turnover_ratio,3))))",plate_score|turnover_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0200_cn_flow_liq_v1_event_x_flow_liquidity_0200,cn_flow_liquidity_factor_pack_v1,event_derived_feature_layer,44.0,"CSRank(Mul(ZScore(Mean($limit_up_close_count_t5,5)),ZScore(Mean($seal_rate,5))))",limit_up_close_count_t5|seal_rate
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0305_cn_flow_liq_v1_fundamental_x_flow_0305,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,20.0,"CSRank(Mul(ZScore($fund_netprofit_margin),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,20)),0.000001)))))",fund_netprofit_margin|turnover_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0304_cn_flow_liq_v1_fundamental_x_flow_0304,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,24.0,"CSRank(Mul(ZScore($fund_netprofit_margin),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,10)),0.000001)))))",fund_netprofit_margin|turnover_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0303_cn_flow_liq_v1_fundamental_x_flow_0303,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,27.0,"CSRank(Mul(ZScore($fund_netprofit_margin),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,60)),0.000001)))))",amount|fund_netprofit_margin
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0302_cn_flow_liq_v1_fundamental_x_flow_0302,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,16.0,"CSRank(Mul(ZScore($fund_netprofit_margin),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,20)),0.000001)))))",amount|fund_netprofit_margin
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0301_cn_flow_liq_v1_fundamental_x_flow_0301,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,29.0,"CSRank(Mul(ZScore($fund_netprofit_margin),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,10)),0.000001)))))",amount|fund_netprofit_margin
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0300_cn_flow_liq_v1_fundamental_x_flow_0300,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,10.0,"CSRank(Mul(ZScore($fund_current_ratio),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,60)),0.000001)))))",fund_current_ratio|turnover_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0298_cn_flow_liq_v1_fundamental_x_flow_0298,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,25.0,"CSRank(Mul(ZScore($fund_current_ratio),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,10)),0.000001)))))",fund_current_ratio|turnover_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0297_cn_flow_liq_v1_fundamental_x_flow_0297,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,15.0,"CSRank(Mul(ZScore($fund_current_ratio),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,60)),0.000001)))))",amount|fund_current_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0295_cn_flow_liq_v1_fundamental_x_flow_0295,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,28.0,"CSRank(Mul(ZScore($fund_current_ratio),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,10)),0.000001)))))",amount|fund_current_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0289_cn_flow_liq_v1_fundamental_x_flow_0289,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,13.0,"Neg(CSRank(Mul(ZScore($fund_debt_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,10)),0.000001))))))",amount|fund_debt_to_assets
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0288_cn_flow_liq_v1_fundamental_x_flow_0288,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,26.0,"CSRank(Mul(ZScore($fund_cash_to_assets),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,60)),0.000001)))))",fund_cash_to_assets|turnover_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0287_cn_flow_liq_v1_fundamental_x_flow_0287,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,30.0,"CSRank(Mul(ZScore($fund_cash_to_assets),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,20)),0.000001)))))",fund_cash_to_assets|turnover_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0286_cn_flow_liq_v1_fundamental_x_flow_0286,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,31.0,"CSRank(Mul(ZScore($fund_cash_to_assets),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,10)),0.000001)))))",fund_cash_to_assets|turnover_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0285_cn_flow_liq_v1_fundamental_x_flow_0285,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,18.0,"CSRank(Mul(ZScore($fund_cash_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,60)),0.000001)))))",amount|fund_cash_to_assets
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0284_cn_flow_liq_v1_fundamental_x_flow_0284,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,22.0,"CSRank(Mul(ZScore($fund_cash_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,20)),0.000001)))))",amount|fund_cash_to_assets
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0283_cn_flow_liq_v1_fundamental_x_flow_0283,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,23.0,"CSRank(Mul(ZScore($fund_cash_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,10)),0.000001)))))",amount|fund_cash_to_assets
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0280_cn_flow_liq_v1_fundamental_x_flow_0280,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,21.0,"CSRank(Mul(ZScore($fund_ocf_to_assets),ZScore(Div(Mean($turnover_ratio,5),Add(Abs(Mean($turnover_ratio,10)),0.000001)))))",fund_ocf_to_assets|turnover_ratio
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0279_cn_flow_liq_v1_fundamental_x_flow_0279,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,19.0,"CSRank(Mul(ZScore($fund_ocf_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,60)),0.000001)))))",amount|fund_ocf_to_assets
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_0278_cn_flow_liq_v1_fundamental_x_flow_0278,cn_flow_liquidity_factor_pack_v1,research_factor_feature_layer,17.0,"CSRank(Mul(ZScore($fund_ocf_to_assets),ZScore(Div(Mean($amount,5),Add(Abs(Mean($amount,20)),0.000001)))))",amount|fund_ocf_to_assets
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-806d5235bba6,agnostic_freeform_ast,agnostic_freeform_ast,61.0,"CSRank(Sub(CSRank(Mom($vwap,34)),ZScore(Std($volume,3))))",volume|vwap
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-2b72dd1e1855,ast_failure_aware_repair,ast_failure_aware_repair,50.0,"CSRank(Sub(Mean($close,6),Mean($close,3)))",close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-7e210d77983c,ast_failure_aware_repair,ast_failure_aware_repair,1.0,"CSRank(Mean($close,34))",close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-8fb17dfd7ee6,ast_failure_aware_repair,ast_failure_aware_repair,32.0,"CSRank(Sub(Mean($close,8),Mean($close,5)))",close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-fc08bbc3ff5f,cem_adaptive_grammar,r0_cem_led,54.0,"CSRank(Mean(Abs($close),8))",close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-342328343b5c,ast_failure_aware_repair,ast_failure_aware_repair,53.0,"CSRank(Mean($close,3))",close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-b2b84bc3ef72,ast_failure_aware_repair,ast_failure_aware_repair,12.0,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))",amount
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-92247745ff4a,ast_failure_aware_repair,ast_failure_aware_repair,52.0,"CSRank(Mean(Abs(Delta($close,1)),3))",close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,stockpit-template-3640ff7d560d,simple_template,r0_cem_led,2.0,CSRank($close),close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-2853176b2b50,agnostic_freeform_ast,agnostic_freeform_ast,3.0,"CSRank(Mul(CSRank(Std($final_float_market_cap,34)),Mul(ZScore(Std($high,21)),Sign(Mean($open,5)))))",final_float_market_cap|high|open
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-f58db5f7c1ae,agnostic_freeform_ast,agnostic_freeform_ast,4.0,"CSRank(CSResidual(ZScore(Mean($high,2)),ZScore(Std($amount,3))))",amount|high
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-566625b9ea8c,agnostic_freeform_ast,agnostic_freeform_ast,5.0,"CSRank(ZScore(Std($vwap,13)))",vwap
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-098c6066c092,cem_adaptive_grammar,r0_cem_led,51.0,"CSRank(Mul(ZScore(Std($close,5)),ZScore(Std($final_float_market_cap,2))))",close|final_float_market_cap
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-8b93b582ec12,cem_adaptive_grammar,r0_cem_led,37.0,"CSRank(Mul(ZScore($final_float_market_cap),ZScore($close)))",close|final_float_market_cap
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-720a70b84f,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,14.0,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Std($close,5)),ZScore(Std($final_float_market_cap,2)))))),Mul(ZScore(CSRank(Mul(ZScore(Std($close,5)),ZScore(Std($final_float_market_cap,2))))),ZScore(CSRank(Mul(ZScore(Std($close,5)),ZScore(Std($final_float_market_cap,2))))))))",close|final_float_market_cap
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-551385e7478d,agnostic_freeform_ast,agnostic_freeform_ast,7.0,"CSRank(Mul(CSRank(Std($high,34)),Mul(ZScore($vwap),Sign(Std($high,13)))))",high|vwap
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,fgv2-repair-add_state_gate-7a09229418,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,34.0,"CSRank(Mul(Neg(Neg(CSRank($close))),ZScore(Mean(Abs(Delta($close,1)),20))))",close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-a7ad8beeeacf,agnostic_freeform_ast,agnostic_freeform_ast,8.0,"CSRank(Add(CSRank(Mom($final_total_market_cap,13)),CSRank(Mean($vwap,8))))",final_total_market_cap|vwap
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,agnostic-freeform-042e30be7cdf,agnostic_freeform_ast,agnostic_freeform_ast,6.0,"CSRank(Mul(CSRank(Mean($close,8)),Corr(Mean($volume,3),Std($final_float_market_cap,13),8)))",close|final_float_market_cap|volume
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,fgv2-repair-add_confirmation-a2ebaeae10,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,33.0,"CSRank(Mul(CSRank(Mean(Abs($close),8)),Sign(Delta($amount,1))))",amount|close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-69d3d3bbf5,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,9.0,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close))))),Mul(ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close)))),ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close)))))))",close|final_float_market_cap
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-ad335fa8387e,cem_adaptive_grammar,r0_cem_led,11.0,"Neg(CSRank(Mul(ZScore(Delta($amount,8)),ZScore(Delta($final_float_market_cap,2)))))",amount|final_float_market_cap
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-962c2202831a,ast_failure_aware_repair,ast_failure_aware_repair,36.0,"CSRank(Mul(ZScore(Mean($close,8)),ZScore(Delta($close,11))))",close
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_1213_cn_research_v2_fundamental_size_residual_0044,cn_research_factor_pack_v2,fundamental_pit_feature_layer,64.0,"CSRank(CSResidual(Log($fund_total_shares_cninfo),Log($fund_total_assets)))",fund_total_assets|fund_total_shares_cninfo
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_1210_cn_research_v2_fundamental_size_residual_0041,cn_research_factor_pack_v2,fundamental_pit_feature_layer,63.0,"CSRank(CSResidual(Log($fund_total_operate_income),Log($fund_total_assets)))",fund_total_assets|fund_total_operate_income
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_1209_cn_research_v2_fundamental_size_residual_0040,cn_research_factor_pack_v2,fundamental_pit_feature_layer,55.0,"CSRank(CSResidual(Log($fund_total_assets),Log($fund_total_assets)))",fund_total_assets
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_1208_cn_research_v2_fundamental_risk_inverse_0039,cn_research_factor_pack_v2,fundamental_pit_feature_layer,59.0,"Neg(CSRank(Delta($fund_inventory_to_assets,20)))",fund_inventory_to_assets
runtime\cn_flow_liquidity_factor_pack_v1_selector64_20260601\selector_safe_v2\aa\phase3e_selector_audit.csv,phase3aa_event_1204_cn_research_v2_fundamental_risk_inverse_0035,cn_research_factor_pack_v2,fundamental_pit_feature_layer,56.0,"Neg(CSRank(Mean($fund_goodwill_to_assets,5)))",fund_goodwill_to_assets
