source_file,candidate_id,source_generator,source_lane,selection_rank,expression,fields
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-81852aeb8a57,ast_evolutionary_mutation,r0_cem_led,16.0,"CSRank(CSResidual(CSRank(Neg(CSRank(Mom($close,21)))),CSRank(Log($final_total_market_cap))))",close|final_total_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-b7d2c812122b,ast_failure_aware_repair,ast_failure_aware_repair,57.0,"CSRank(Mean($amount,34))",amount
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-28e642be47c1,ast_failure_aware_repair,ast_failure_aware_repair,4.0,"CSRank(Div(Delta($ret,8),Add(Abs(Mean($ret,5)),0.000001)))",ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-e7ff54a0ccde,ast_failure_aware_repair,ast_failure_aware_repair,12.0,"CSRank(Mul(ZScore(Mean($amount,34)),ZScore(Delta($amount,17))))",amount
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,agnostic-freeform-7e6b672f25a0,agnostic_freeform_ast,agnostic_freeform_ast,9.0,"CSRank(Mul(Sign(Mom($final_float_market_cap,13)),Mul(ZScore(Delta($close,21)),Sign(Delta($amount,13)))))",amount|close|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-c907d63a8787,cem_adaptive_grammar,r0_cem_led,51.0,"Neg(CSRank(CSResidual(CSRank(Mean(Abs($amount),5)),CSRank(Mean(Abs($amount),5)))))",amount
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-57145232a53c,cem_adaptive_grammar,r0_cem_led,10.0,"CSRank(Std($final_float_market_cap,8))",final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,agnostic-freeform-c8d24a10ea7a,agnostic_freeform_ast,agnostic_freeform_ast,41.0,"CSRank(Mul(CSRank($vwap),Mul(Sign(Mom($open,21)),Sign(Std($final_float_market_cap,3)))))",final_float_market_cap|open|vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,agnostic-freeform-43ebc5208a60,agnostic_freeform_ast,agnostic_freeform_ast,52.0,"CSRank(Mul(Sign(ZScore(Delta($vwap,13))),Mul(ZScore(Delta($vwap,13)),ZScore(Delta($vwap,13)))))",vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,stockpit-template-639c8f3fc646,simple_template,r0_cem_led,18.0,"CSRank(Mean(Abs($ret),21))",ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-2c0e37975a80,ast_failure_aware_repair,ast_failure_aware_repair,15.0,"CSRank(Delta($open,3))",open
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-ee4f62642de6,ast_failure_aware_repair,ast_failure_aware_repair,46.0,"CSRank(Delta($final_total_market_cap,34))",final_total_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,agnostic-freeform-921e7c015bbd,agnostic_freeform_ast,agnostic_freeform_ast,7.0,"CSRank(CSResidual(Sign(Delta($volume,3)),CSRank(Mean($turnover_rate,13))))",turnover_rate|volume
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,agnostic-freeform-de6f934b0204,agnostic_freeform_ast,agnostic_freeform_ast,54.0,"CSRank(Add(ZScore(Mean($high,8)),ZScore(Delta($turnover_rate,3))))",high|turnover_rate
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-3fe3add38cb8,ast_failure_aware_repair,ast_failure_aware_repair,45.0,"CSRank(Div(Delta($ret,11),Add(Abs(Mean($ret,8)),0.000001)))",ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,agnostic-freeform-963e722d8b56,agnostic_freeform_ast,agnostic_freeform_ast,62.0,"CSRank(Mom($low,21))",low
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-159c59c2c671,cem_adaptive_grammar,r0_cem_led,17.0,"Neg(CSRank(CSResidual(CSRank(Mom($volume,21)),CSRank(Mom($close,5)))))",close|volume
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-730aef238cb4,ast_failure_aware_repair,ast_failure_aware_repair,59.0,"CSRank(Div(Delta($ret,17),Add(Abs(Mean($ret,34)),0.000001)))",ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,agnostic-freeform-bd2ec75066cc,agnostic_freeform_ast,agnostic_freeform_ast,55.0,"CSRank(Mul(Sign(Std($final_total_market_cap,2)),Corr(Std($low,5),Delay(Mom($vwap,13),1),21)))",final_total_market_cap|low|vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-f0d27365357b,ast_evolutionary_mutation,r0_cem_led,56.0,"CSRank(CSResidual(CSRank(CSRank(Log($final_total_market_cap))),CSRank(Log($final_float_market_cap))))",final_float_market_cap|final_total_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-f7351077527d,ast_evolutionary_mutation,r0_cem_led,44.0,"CSRank(Mul(ZScore(Neg(CSRank(Mom($close,13)))),ZScore(CSRank(Mean(Abs($ret),21)))))",close|ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-da7d44837fa3,cem_adaptive_grammar,r0_cem_led,61.0,"Neg(CSRank(Mom($amount,5)))",amount
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,agnostic-freeform-1037abe9b9af,agnostic_freeform_ast,agnostic_freeform_ast,42.0,"CSRank(Sign(Std($close,3)))",close
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only\aa\phase3e_selector_audit.csv,agnostic-freeform-7d1aab13a518,agnostic_freeform_ast,agnostic_freeform_ast,60.0,"CSRank(Mul(ZScore(Std($volume,21)),Mul(Sign(Mom($final_total_market_cap,21)),CSRank($final_float_market_cap))))",final_float_market_cap|final_total_market_cap|volume
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-2cd6edb62448,cem_adaptive_grammar,r0_cem_led,58.0,"Neg(CSRank(Delta($final_float_market_cap,5)))",final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-159c59c2c671,cem_adaptive_grammar,r0_cem_led,17.0,"Neg(CSRank(CSResidual(CSRank(Mom($volume,21)),CSRank(Mom($close,5)))))",close|volume
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-39ba35c18089,cem_adaptive_grammar,r0_cem_led,3.0,"Neg(CSRank(Delta($final_float_market_cap,8)))",final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-c907d63a8787,cem_adaptive_grammar,r0_cem_led,56.0,"Neg(CSRank(CSResidual(CSRank(Mean(Abs($amount),5)),CSRank(Mean(Abs($amount),5)))))",amount
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-ad335fa8387e,cem_adaptive_grammar,r0_cem_led,14.0,"Neg(CSRank(Mul(ZScore(Delta($amount,8)),ZScore(Delta($final_float_market_cap,2)))))",amount|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-cem_adaptive_grammar-57145232a53c,cem_adaptive_grammar,r0_cem_led,10.0,"CSRank(Std($final_float_market_cap,8))",final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-81852aeb8a57,ast_evolutionary_mutation,r0_cem_led,16.0,"CSRank(CSResidual(CSRank(Neg(CSRank(Mom($close,21)))),CSRank(Log($final_total_market_cap))))",close|final_total_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-f7351077527d,ast_evolutionary_mutation,r0_cem_led,46.0,"CSRank(Mul(ZScore(Neg(CSRank(Mom($close,13)))),ZScore(CSRank(Mean(Abs($ret),21)))))",close|ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-f0d27365357b,ast_evolutionary_mutation,r0_cem_led,62.0,"CSRank(CSResidual(CSRank(CSRank(Log($final_total_market_cap))),CSRank(Log($final_float_market_cap))))",final_float_market_cap|final_total_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-ast_evolutionary_mutation-1bada91f298a,ast_evolutionary_mutation,r0_cem_led,6.0,"CSRank(CSResidual(CSRank(CSRank(Mean(Abs($ret),21))),CSRank(Log($final_total_market_cap))))",final_total_market_cap|ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-template-3640ff7d560d,simple_template,r0_cem_led,2.0,CSRank($close),close
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,stockpit-template-639c8f3fc646,simple_template,r0_cem_led,18.0,"CSRank(Mean(Abs($ret),21))",ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-b2b84bc3ef72,ast_failure_aware_repair,ast_failure_aware_repair,43.0,"CSRank(Sub(Mean($amount,6),Mean($amount,3)))",amount
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-28e642be47c1,ast_failure_aware_repair,ast_failure_aware_repair,4.0,"CSRank(Div(Delta($ret,8),Add(Abs(Mean($ret,5)),0.000001)))",ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-7e210d77983c,ast_failure_aware_repair,ast_failure_aware_repair,1.0,"CSRank(Mean($close,34))",close
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-e7ff54a0ccde,ast_failure_aware_repair,ast_failure_aware_repair,12.0,"CSRank(Mul(ZScore(Mean($amount,34)),ZScore(Delta($amount,17))))",amount
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-operator_sanitize-3fe3add38cb8,ast_failure_aware_repair,ast_failure_aware_repair,47.0,"CSRank(Div(Delta($ret,11),Add(Abs(Mean($ret,8)),0.000001)))",ret
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-467a29a8b041,ast_failure_aware_repair,ast_failure_aware_repair,55.0,"CSRank(Mul(ZScore(Mean($close,13)),ZScore(Delta($close,6))))",close
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-2c0e37975a80,ast_failure_aware_repair,ast_failure_aware_repair,15.0,"CSRank(Delta($open,3))",open
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-ee4f62642de6,ast_failure_aware_repair,ast_failure_aware_repair,49.0,"CSRank(Delta($final_total_market_cap,34))",final_total_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3repair-failure_detail-duplicate_escape-b7d2c812122b,ast_failure_aware_repair,ast_failure_aware_repair,64.0,"CSRank(Mean($amount,34))",amount
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-2853176b2b50,agnostic_freeform_ast,agnostic_freeform_ast,38.0,"CSRank(Mul(CSRank(Std($final_float_market_cap,34)),Mul(ZScore(Std($high,21)),Sign(Mean($open,5)))))",final_float_market_cap|high|open
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-806d5235bba6,agnostic_freeform_ast,agnostic_freeform_ast,8.0,"CSRank(Sub(CSRank(Mom($vwap,34)),ZScore(Std($volume,3))))",volume|vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-551385e7478d,agnostic_freeform_ast,agnostic_freeform_ast,39.0,"CSRank(Mul(CSRank(Std($high,34)),Mul(ZScore($vwap),Sign(Std($high,13)))))",high|vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-921e7c015bbd,agnostic_freeform_ast,agnostic_freeform_ast,7.0,"CSRank(CSResidual(Sign(Delta($volume,3)),CSRank(Mean($turnover_rate,13))))",turnover_rate|volume
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-1037abe9b9af,agnostic_freeform_ast,agnostic_freeform_ast,42.0,"CSRank(Sign(Std($close,3)))",close
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-de6f934b0204,agnostic_freeform_ast,agnostic_freeform_ast,59.0,"CSRank(Add(ZScore(Mean($high,8)),ZScore(Delta($turnover_rate,3))))",high|turnover_rate
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-0b97263ee18f,agnostic_freeform_ast,agnostic_freeform_ast,53.0,"CSRank(Mul(CSRank(Std($vwap,13)),Corr($high,$final_float_market_cap,5)))",final_float_market_cap|high|vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-042e30be7cdf,agnostic_freeform_ast,agnostic_freeform_ast,5.0,"CSRank(Mul(CSRank(Mean($close,8)),Corr(Mean($volume,3),Std($final_float_market_cap,13),8)))",close|final_float_market_cap|volume
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-bd2ec75066cc,agnostic_freeform_ast,agnostic_freeform_ast,61.0,"CSRank(Mul(Sign(Std($final_total_market_cap,2)),Corr(Std($low,5),Delay(Mom($vwap,13),1),21)))",final_total_market_cap|low|vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-1709fc7c7ebb,agnostic_freeform_ast,agnostic_freeform_ast,63.0,"CSRank(Mul(Sign(Std($turnover_rate,5)),Corr($close,Mom($final_float_market_cap,21),13)))",close|final_float_market_cap|turnover_rate
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-a7ad8beeeacf,agnostic_freeform_ast,agnostic_freeform_ast,40.0,"CSRank(Add(CSRank(Mom($final_total_market_cap,13)),CSRank(Mean($vwap,8))))",final_total_market_cap|vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-7e6b672f25a0,agnostic_freeform_ast,agnostic_freeform_ast,9.0,"CSRank(Mul(Sign(Mom($final_float_market_cap,13)),Mul(ZScore(Delta($close,21)),Sign(Delta($amount,13)))))",amount|close|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-c8d24a10ea7a,agnostic_freeform_ast,agnostic_freeform_ast,41.0,"CSRank(Mul(CSRank($vwap),Mul(Sign(Mom($open,21)),Sign(Std($final_float_market_cap,3)))))",final_float_market_cap|open|vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-43ebc5208a60,agnostic_freeform_ast,agnostic_freeform_ast,57.0,"CSRank(Mul(Sign(ZScore(Delta($vwap,13))),Mul(ZScore(Delta($vwap,13)),ZScore(Delta($vwap,13)))))",vwap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-4f80c7f3fdb1,agnostic_freeform_ast,agnostic_freeform_ast,45.0,"CSRank(CSResidual(Sign($volume),Sign(Std($volume,2))))",volume
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-3491be0e82cf,agnostic_freeform_ast,agnostic_freeform_ast,54.0,"CSRank(Sign(Mean($high,21)))",high
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-600ad3c27cd9,agnostic_freeform_ast,agnostic_freeform_ast,48.0,"CSRank(CSResidual(ZScore(Mom($amount,3)),Sign($final_total_market_cap)))",amount|final_total_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,agnostic-freeform-9a8a7f059208,agnostic_freeform_ast,agnostic_freeform_ast,52.0,"CSRank(CSResidual(CSRank(Delta($volume,2)),Sign($turnover_rate)))",turnover_rate|volume
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-5c942092bf,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,19.0,"CSRank(Mul(Sign(ZScore(Neg(CSRank(Std($volume,8))))),Mul(ZScore(Neg(CSRank(Std($volume,8)))),ZScore(Neg(CSRank(Std($volume,8)))))))",volume
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-ace579e6fa,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,50.0,"CSRank(Mul(Sign(ZScore(Neg(CSRank(Delta($final_float_market_cap,5))))),Mul(ZScore(Neg(CSRank(Delta($final_float_market_cap,5)))),ZScore(Neg(CSRank(Delta($final_float_market_cap,5)))))))",final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-720a70b84f,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,51.0,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore(Std($close,5)),ZScore(Std($final_float_market_cap,2)))))),Mul(ZScore(CSRank(Mul(ZScore(Std($close,5)),ZScore(Std($final_float_market_cap,2))))),ZScore(CSRank(Mul(ZScore(Std($close,5)),ZScore(Std($final_float_market_cap,2))))))))",close|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,fgv2-repair-nonlinearize-69d3d3bbf5,formula_gen_v2_repair_expansion,formula_gen_v2_repair_expansion,11.0,"CSRank(Mul(Sign(ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close))))),Mul(ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close)))),ZScore(CSRank(Mul(ZScore($final_float_market_cap),ZScore($close)))))))",close|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0065_cn_integrated_v2_quality_size_residual_00065,cn_integrated_factor_pack_v2,research_factor_feature_layer,31.0,"CSRank(Sub(ZScore($ctx_fund_ps_netprofit_margin),ZScore($amount)))",amount|ctx_fund_ps_netprofit_margin
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0167_cn_integrated_v2_quality_x_rzrq_flow_00228,cn_integrated_factor_pack_v2,research_factor_feature_layer,27.0,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($ctx_rzrq_rzjme)))",ctx_fund_ps_research_to_income|ctx_rzrq_rzjme
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0168_cn_integrated_v2_quality_x_rzrq_flow_00229,cn_integrated_factor_pack_v2,research_factor_feature_layer,34.0,"CSRank(Mul(ZScore($ctx_fund_ps_research_to_income),ZScore($ctx_rzrq_rzjme10d)))",ctx_fund_ps_research_to_income|ctx_rzrq_rzjme10d
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0198_cn_integrated_v2_quality_x_minute_pressure_00259,cn_integrated_factor_pack_v2,research_factor_feature_layer,36.0,"CSRank(Mul(ZScore($ctx_fund_bs_cash_to_assets),ZScore($m1_first15_amount)))",ctx_fund_bs_cash_to_assets|m1_first15_amount
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0245_cn_integrated_v2_rzrq_size_normalized_00306,cn_integrated_factor_pack_v2,research_factor_feature_layer,13.0,"CSRank(Div($ctx_rzrq_rqjmg,Add(Abs($final_float_market_cap),0.000001)))",ctx_rzrq_rqjmg|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0247_cn_integrated_v2_rzrq_size_normalized_00308,cn_integrated_factor_pack_v2,research_factor_feature_layer,21.0,"CSRank(Div($ctx_rzrq_rqjmg10d,Add(Abs($final_float_market_cap),0.000001)))",ctx_rzrq_rqjmg10d|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0249_cn_integrated_v2_rzrq_size_normalized_00310,cn_integrated_factor_pack_v2,research_factor_feature_layer,26.0,"CSRank(Div($ctx_rzrq_rqjmg3d,Add(Abs($final_float_market_cap),0.000001)))",ctx_rzrq_rqjmg3d|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0251_cn_integrated_v2_rzrq_size_normalized_00312,cn_integrated_factor_pack_v2,research_factor_feature_layer,33.0,"CSRank(Div($ctx_rzrq_rqjmg5d,Add(Abs($final_float_market_cap),0.000001)))",ctx_rzrq_rqjmg5d|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0253_cn_integrated_v2_rzrq_size_normalized_00314,cn_integrated_factor_pack_v2,research_factor_feature_layer,32.0,"CSRank(Div($ctx_rzrq_rqmcl,Add(Abs($final_float_market_cap),0.000001)))",ctx_rzrq_rqmcl|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0256_cn_integrated_v2_rzrq_size_normalized_00317,cn_integrated_factor_pack_v2,research_factor_feature_layer,35.0,"CSRank(Div($ctx_rzrq_rqmcl10d,Add(Abs($amount),0.000001)))",amount|ctx_rzrq_rqmcl10d
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0261_cn_integrated_v2_rzrq_size_normalized_00322,cn_integrated_factor_pack_v2,research_factor_feature_layer,25.0,"CSRank(Div($ctx_rzrq_rqye,Add(Abs($final_float_market_cap),0.000001)))",ctx_rzrq_rqye|final_float_market_cap
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0268_cn_integrated_v2_rzrq_size_normalized_00329,cn_integrated_factor_pack_v2,research_factor_feature_layer,24.0,"CSRank(Div($ctx_rzrq_rzche3d,Add(Abs($amount),0.000001)))",amount|ctx_rzrq_rzche3d
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0272_cn_integrated_v2_rzrq_size_normalized_00333,cn_integrated_factor_pack_v2,research_factor_feature_layer,20.0,"CSRank(Div($ctx_rzrq_rzjme,Add(Abs($amount),0.000001)))",amount|ctx_rzrq_rzjme
runtime\cn_integrated_factor_pack_v2_coverage_aware_20260603\selector_only_expanded_pool_seed36\aa\phase3e_selector_audit.csv,phase3aa_event_0273_cn_integrated_v2_rzrq_size_normalized_00334,cn_integrated_factor_pack_v2,research_factor_feature_layer,23.0,"CSRank(Div($ctx_rzrq_rzjme10d,Add(Abs($final_float_market_cap),0.000001)))",ctx_rzrq_rzjme10d|final_float_market_cap
